CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2018-1000874,https://www.cvedetails.com/cve/CVE-2018-1000874/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000873,https://www.cvedetails.com/cve/CVE-2018-1000873/,4.3,None,None,Partial,Not required,None,
CVE-2018-1000872,https://www.cvedetails.com/cve/CVE-2018-1000872/,4.3,None,None,Partial,Not required,None,
CVE-2018-1000871,https://www.cvedetails.com/cve/CVE-2018-1000871/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-1000869,https://www.cvedetails.com/cve/CVE-2018-1000869/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-1000868,https://www.cvedetails.com/cve/CVE-2018-1000868/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000867,https://www.cvedetails.com/cve/CVE-2018-1000867/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2018-1000866,https://www.cvedetails.com/cve/CVE-2018-1000866/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000866,https://www.cvedetails.com/cve/CVE-2018-1000866/,6.5,Partial,Partial,Partial,,None,Bypass a restriction or similar
CVE-2018-1000865,https://www.cvedetails.com/cve/CVE-2018-1000865/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000865,https://www.cvedetails.com/cve/CVE-2018-1000865/,6.5,Partial,Partial,Partial,,None,Bypass a restriction or similar
CVE-2018-1000864,https://www.cvedetails.com/cve/CVE-2018-1000864/,4,None,None,Partial,,None,Denial Of Service
CVE-2018-1000863,https://www.cvedetails.com/cve/CVE-2018-1000863/,6.4,None,Partial,Partial,Not required,None,Directory traversal
CVE-2018-1000862,https://www.cvedetails.com/cve/CVE-2018-1000862/,4,Partial,None,None,,None,Obtain Information
CVE-2018-1000861,https://www.cvedetails.com/cve/CVE-2018-1000861/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-1000858,https://www.cvedetails.com/cve/CVE-2018-1000858/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-1000857,https://www.cvedetails.com/cve/CVE-2018-1000857/,9,Complete,Complete,Complete,,None,Directory traversal
CVE-2018-1000855,https://www.cvedetails.com/cve/CVE-2018-1000855/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000854,https://www.cvedetails.com/cve/CVE-2018-1000854/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000852,https://www.cvedetails.com/cve/CVE-2018-1000852/,6.4,Partial,None,Partial,Not required,None,
CVE-2018-1000851,https://www.cvedetails.com/cve/CVE-2018-1000851/,5,Partial,None,None,Not required,None,
CVE-2018-1000850,https://www.cvedetails.com/cve/CVE-2018-1000850/,6.4,None,Partial,Partial,Not required,None,Directory traversal
CVE-2018-1000849,https://www.cvedetails.com/cve/CVE-2018-1000849/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000848,https://www.cvedetails.com/cve/CVE-2018-1000848/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000846,https://www.cvedetails.com/cve/CVE-2018-1000846/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-1000844,https://www.cvedetails.com/cve/CVE-2018-1000844/,6.4,Partial,Partial,None,Not required,None,
CVE-2018-1000843,https://www.cvedetails.com/cve/CVE-2018-1000843/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-1000842,https://www.cvedetails.com/cve/CVE-2018-1000842/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000841,https://www.cvedetails.com/cve/CVE-2018-1000841/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2018-1000841,https://www.cvedetails.com/cve/CVE-2018-1000841/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000840,https://www.cvedetails.com/cve/CVE-2018-1000840/,4.3,Partial,None,None,Not required,None,
CVE-2018-1000839,https://www.cvedetails.com/cve/CVE-2018-1000839/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000838,https://www.cvedetails.com/cve/CVE-2018-1000838/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000837,https://www.cvedetails.com/cve/CVE-2018-1000837/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000836,https://www.cvedetails.com/cve/CVE-2018-1000836/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000835,https://www.cvedetails.com/cve/CVE-2018-1000835/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000834,https://www.cvedetails.com/cve/CVE-2018-1000834/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000833,https://www.cvedetails.com/cve/CVE-2018-1000833/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000833,https://www.cvedetails.com/cve/CVE-2018-1000833/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000832,https://www.cvedetails.com/cve/CVE-2018-1000832/,10,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2018-1000832,https://www.cvedetails.com/cve/CVE-2018-1000832/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-1000831,https://www.cvedetails.com/cve/CVE-2018-1000831/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000830,https://www.cvedetails.com/cve/CVE-2018-1000830/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000829,https://www.cvedetails.com/cve/CVE-2018-1000829/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000828,https://www.cvedetails.com/cve/CVE-2018-1000828/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000827,https://www.cvedetails.com/cve/CVE-2018-1000827/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000827,https://www.cvedetails.com/cve/CVE-2018-1000827/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000826,https://www.cvedetails.com/cve/CVE-2018-1000826/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2018-1000826,https://www.cvedetails.com/cve/CVE-2018-1000826/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000825,https://www.cvedetails.com/cve/CVE-2018-1000825/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000824,https://www.cvedetails.com/cve/CVE-2018-1000824/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000824,https://www.cvedetails.com/cve/CVE-2018-1000824/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000823,https://www.cvedetails.com/cve/CVE-2018-1000823/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000822,https://www.cvedetails.com/cve/CVE-2018-1000822/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000821,https://www.cvedetails.com/cve/CVE-2018-1000821/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000820,https://www.cvedetails.com/cve/CVE-2018-1000820/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000817,https://www.cvedetails.com/cve/CVE-2018-1000817/,5,Partial,None,None,Not required,None,Directory traversal
CVE-2018-1000815,https://www.cvedetails.com/cve/CVE-2018-1000815/,4.3,Partial,None,None,Not required,None,
CVE-2018-1000814,https://www.cvedetails.com/cve/CVE-2018-1000814/,4,None,Partial,None,,None,
CVE-2018-1000812,https://www.cvedetails.com/cve/CVE-2018-1000812/,4.3,Partial,None,None,Not required,None,
CVE-2018-1000811,https://www.cvedetails.com/cve/CVE-2018-1000811/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000810,https://www.cvedetails.com/cve/CVE-2018-1000810/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-1000809,https://www.cvedetails.com/cve/CVE-2018-1000809/,5,None,None,Partial,Not required,None,
CVE-2018-1000808,https://www.cvedetails.com/cve/CVE-2018-1000808/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-1000807,https://www.cvedetails.com/cve/CVE-2018-1000807/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000807,https://www.cvedetails.com/cve/CVE-2018-1000807/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000805,https://www.cvedetails.com/cve/CVE-2018-1000805/,6.5,Partial,Partial,Partial,,None,
CVE-2018-1000804,https://www.cvedetails.com/cve/CVE-2018-1000804/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-1000804,https://www.cvedetails.com/cve/CVE-2018-1000804/,10,Complete,Complete,Complete,Not required,None,Overflow
CVE-2018-1000804,https://www.cvedetails.com/cve/CVE-2018-1000804/,10,Complete,Complete,Complete,Not required,None,Sql Injection
CVE-2018-1000803,https://www.cvedetails.com/cve/CVE-2018-1000803/,5,Partial,None,None,Not required,None,Obtain Information
CVE-2018-1000802,https://www.cvedetails.com/cve/CVE-2018-1000802/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000801,https://www.cvedetails.com/cve/CVE-2018-1000801/,4.3,None,Partial,None,Not required,None,Directory traversal
CVE-2018-1000800,https://www.cvedetails.com/cve/CVE-2018-1000800/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-1000773,https://www.cvedetails.com/cve/CVE-2018-1000773/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000671,https://www.cvedetails.com/cve/CVE-2018-1000671/,5.8,Partial,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000670,https://www.cvedetails.com/cve/CVE-2018-1000670/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000669,https://www.cvedetails.com/cve/CVE-2018-1000669/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2018-1000668,https://www.cvedetails.com/cve/CVE-2018-1000668/,4.3,None,None,Partial,Not required,None,Execute Code
CVE-2018-1000667,https://www.cvedetails.com/cve/CVE-2018-1000667/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-1000667,https://www.cvedetails.com/cve/CVE-2018-1000667/,4.3,None,None,Partial,Not required,None,Memory corruption
CVE-2018-1000666,https://www.cvedetails.com/cve/CVE-2018-1000666/,10,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2018-1000665,https://www.cvedetails.com/cve/CVE-2018-1000665/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000665,https://www.cvedetails.com/cve/CVE-2018-1000665/,4.3,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2018-1000664,https://www.cvedetails.com/cve/CVE-2018-1000664/,4.3,None,Partial,None,Not required,None,
CVE-2018-1000663,https://www.cvedetails.com/cve/CVE-2018-1000663/,4.3,None,None,Partial,Not required,None,Execute Code
CVE-2018-1000663,https://www.cvedetails.com/cve/CVE-2018-1000663/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2018-1000661,https://www.cvedetails.com/cve/CVE-2018-1000661/,4.3,None,None,Partial,Not required,None,
CVE-2018-1000660,https://www.cvedetails.com/cve/CVE-2018-1000660/,5,Partial,None,None,Not required,None,
CVE-2018-1000659,https://www.cvedetails.com/cve/CVE-2018-1000659/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000659,https://www.cvedetails.com/cve/CVE-2018-1000659/,6.5,Partial,Partial,Partial,,None,Directory traversal
CVE-2018-1000658,https://www.cvedetails.com/cve/CVE-2018-1000658/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000657,https://www.cvedetails.com/cve/CVE-2018-1000657/,4.6,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000657,https://www.cvedetails.com/cve/CVE-2018-1000657/,4.6,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-1000656,https://www.cvedetails.com/cve/CVE-2018-1000656/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-1000655,https://www.cvedetails.com/cve/CVE-2018-1000655/,4.3,None,None,Partial,Not required,None,
CVE-2018-1000654,https://www.cvedetails.com/cve/CVE-2018-1000654/,7.1,None,None,Complete,Not required,None,
CVE-2018-1000653,https://www.cvedetails.com/cve/CVE-2018-1000653/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-1000652,https://www.cvedetails.com/cve/CVE-2018-1000652/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000651,https://www.cvedetails.com/cve/CVE-2018-1000651/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000650,https://www.cvedetails.com/cve/CVE-2018-1000650/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2018-1000649,https://www.cvedetails.com/cve/CVE-2018-1000649/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000648,https://www.cvedetails.com/cve/CVE-2018-1000648/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000647,https://www.cvedetails.com/cve/CVE-2018-1000647/,5.5,None,Partial,Partial,,None,Denial Of Service
CVE-2018-1000647,https://www.cvedetails.com/cve/CVE-2018-1000647/,5.5,None,Partial,Partial,,None,Directory traversal
CVE-2018-1000646,https://www.cvedetails.com/cve/CVE-2018-1000646/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000645,https://www.cvedetails.com/cve/CVE-2018-1000645/,4,Partial,None,None,,None,Obtain Information
CVE-2018-1000644,https://www.cvedetails.com/cve/CVE-2018-1000644/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000643,https://www.cvedetails.com/cve/CVE-2018-1000643/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000642,https://www.cvedetails.com/cve/CVE-2018-1000642/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000641,https://www.cvedetails.com/cve/CVE-2018-1000641/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000640,https://www.cvedetails.com/cve/CVE-2018-1000640/,4.3,None,Partial,None,Not required,None,Denial Of Service
CVE-2018-1000640,https://www.cvedetails.com/cve/CVE-2018-1000640/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000639,https://www.cvedetails.com/cve/CVE-2018-1000639/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2018-1000638,https://www.cvedetails.com/cve/CVE-2018-1000638/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000637,https://www.cvedetails.com/cve/CVE-2018-1000637/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2018-1000637,https://www.cvedetails.com/cve/CVE-2018-1000637/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000637,https://www.cvedetails.com/cve/CVE-2018-1000637/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-1000636,https://www.cvedetails.com/cve/CVE-2018-1000636/,4.3,None,None,Partial,Not required,None,Execute Code
CVE-2018-1000635,https://www.cvedetails.com/cve/CVE-2018-1000635/,7.2,Complete,Complete,Complete,Not required,None,Obtain Information
CVE-2018-1000634,https://www.cvedetails.com/cve/CVE-2018-1000634/,6.5,Partial,Partial,Partial,,None,
CVE-2018-1000633,https://www.cvedetails.com/cve/CVE-2018-1000633/,4,Partial,None,None,,None,Obtain Information
CVE-2018-1000632,https://www.cvedetails.com/cve/CVE-2018-1000632/,5,None,Partial,None,Not required,None,
CVE-2018-1000631,https://www.cvedetails.com/cve/CVE-2018-1000631/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2018-1000630,https://www.cvedetails.com/cve/CVE-2018-1000630/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2018-1000629,https://www.cvedetails.com/cve/CVE-2018-1000629/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2018-1000628,https://www.cvedetails.com/cve/CVE-2018-1000628/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2018-1000627,https://www.cvedetails.com/cve/CVE-2018-1000627/,5,Partial,None,None,Not required,None,Obtain Information
CVE-2018-1000626,https://www.cvedetails.com/cve/CVE-2018-1000626/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2018-1000625,https://www.cvedetails.com/cve/CVE-2018-1000625/,10,Complete,Complete,Complete,Not required,None,
CVE-2018-1000624,https://www.cvedetails.com/cve/CVE-2018-1000624/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2018-1000623,https://www.cvedetails.com/cve/CVE-2018-1000623/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000623,https://www.cvedetails.com/cve/CVE-2018-1000623/,6.5,Partial,Partial,Partial,,None,Directory traversal
CVE-2018-1000622,https://www.cvedetails.com/cve/CVE-2018-1000622/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000621,https://www.cvedetails.com/cve/CVE-2018-1000621/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2018-1000620,https://www.cvedetails.com/cve/CVE-2018-1000620/,5,Partial,None,None,Not required,None,
CVE-2018-1000619,https://www.cvedetails.com/cve/CVE-2018-1000619/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2018-1000618,https://www.cvedetails.com/cve/CVE-2018-1000618/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2018-1000617,https://www.cvedetails.com/cve/CVE-2018-1000617/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-1000616,https://www.cvedetails.com/cve/CVE-2018-1000616/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2018-1000615,https://www.cvedetails.com/cve/CVE-2018-1000615/,5,None,None,Partial,Not required,None,Denial Of Service
CVE-2018-1000614,https://www.cvedetails.com/cve/CVE-2018-1000614/,7.5,Partial,Partial,Partial,Not required,None,
