CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2020-35875,https://www.cvedetails.com/cve/CVE-2020-35875/,5.0,None,None,Partial,Not required,None,
CVE-2020-35874,https://www.cvedetails.com/cve/CVE-2020-35874/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35873,https://www.cvedetails.com/cve/CVE-2020-35873/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35872,https://www.cvedetails.com/cve/CVE-2020-35872/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35871,https://www.cvedetails.com/cve/CVE-2020-35871/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35870,https://www.cvedetails.com/cve/CVE-2020-35870/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35869,https://www.cvedetails.com/cve/CVE-2020-35869/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35868,https://www.cvedetails.com/cve/CVE-2020-35868/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35867,https://www.cvedetails.com/cve/CVE-2020-35867/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35866,https://www.cvedetails.com/cve/CVE-2020-35866/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35865,https://www.cvedetails.com/cve/CVE-2020-35865/,5.0,None,None,Partial,Not required,None,
CVE-2020-35864,https://www.cvedetails.com/cve/CVE-2020-35864/,5.0,None,None,Partial,Not required,None,
CVE-2020-35863,https://www.cvedetails.com/cve/CVE-2020-35863/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35862,https://www.cvedetails.com/cve/CVE-2020-35862/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35861,https://www.cvedetails.com/cve/CVE-2020-35861/,5.0,Partial,None,None,Not required,None,
CVE-2020-35860,https://www.cvedetails.com/cve/CVE-2020-35860/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35859,https://www.cvedetails.com/cve/CVE-2020-35859/,6.4,Partial,None,Partial,Not required,None,Memory corruption
CVE-2020-35859,https://www.cvedetails.com/cve/CVE-2020-35859/,6.4,Partial,None,Partial,Not required,None,Obtain Information
CVE-2020-35858,https://www.cvedetails.com/cve/CVE-2020-35858/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2020-35858,https://www.cvedetails.com/cve/CVE-2020-35858/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35857,https://www.cvedetails.com/cve/CVE-2020-35857/,5.0,None,None,Partial,Not required,None,
CVE-2020-35851,https://www.cvedetails.com/cve/CVE-2020-35851/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35850,https://www.cvedetails.com/cve/CVE-2020-35850/,4.0,None,None,Partial,,None,
CVE-2020-35849,https://www.cvedetails.com/cve/CVE-2020-35849/,5.0,Partial,None,None,Not required,None,Gain privileges
CVE-2020-35848,https://www.cvedetails.com/cve/CVE-2020-35848/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35847,https://www.cvedetails.com/cve/CVE-2020-35847/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35846,https://www.cvedetails.com/cve/CVE-2020-35846/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35802,https://www.cvedetails.com/cve/CVE-2020-35802/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35801,https://www.cvedetails.com/cve/CVE-2020-35801/,5.5,None,Partial,Partial,,None,
CVE-2020-35800,https://www.cvedetails.com/cve/CVE-2020-35800/,9.7,Complete,Complete,Partial,Not required,None,
CVE-2020-35799,https://www.cvedetails.com/cve/CVE-2020-35799/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2020-35798,https://www.cvedetails.com/cve/CVE-2020-35798/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2020-35797,https://www.cvedetails.com/cve/CVE-2020-35797/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35796,https://www.cvedetails.com/cve/CVE-2020-35796/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2020-35795,https://www.cvedetails.com/cve/CVE-2020-35795/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2020-35794,https://www.cvedetails.com/cve/CVE-2020-35794/,5.2,Partial,Partial,Partial,,None,
CVE-2020-35793,https://www.cvedetails.com/cve/CVE-2020-35793/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2020-35792,https://www.cvedetails.com/cve/CVE-2020-35792/,5.2,Partial,Partial,Partial,,None,
CVE-2020-35791,https://www.cvedetails.com/cve/CVE-2020-35791/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2020-35790,https://www.cvedetails.com/cve/CVE-2020-35790/,5.2,Partial,Partial,Partial,,None,
CVE-2020-35789,https://www.cvedetails.com/cve/CVE-2020-35789/,6.5,Partial,Partial,Partial,,None,
CVE-2020-35788,https://www.cvedetails.com/cve/CVE-2020-35788/,5.2,Partial,Partial,Partial,,None,Overflow
CVE-2020-35787,https://www.cvedetails.com/cve/CVE-2020-35787/,5.2,Partial,Partial,Partial,,None,Overflow
CVE-2020-35785,https://www.cvedetails.com/cve/CVE-2020-35785/,5.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35784,https://www.cvedetails.com/cve/CVE-2020-35784/,6.5,Partial,Partial,Partial,,None,
CVE-2020-35783,https://www.cvedetails.com/cve/CVE-2020-35783/,5.0,Partial,None,None,Not required,None,
CVE-2020-35782,https://www.cvedetails.com/cve/CVE-2020-35782/,7.8,None,Complete,Complete,Not required,None,
CVE-2020-35781,https://www.cvedetails.com/cve/CVE-2020-35781/,4.0,None,None,Partial,,None,Denial Of Service
CVE-2020-35780,https://www.cvedetails.com/cve/CVE-2020-35780/,4.0,None,None,Partial,,None,Denial Of Service
CVE-2020-35779,https://www.cvedetails.com/cve/CVE-2020-35779/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2020-35778,https://www.cvedetails.com/cve/CVE-2020-35778/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2020-35777,https://www.cvedetails.com/cve/CVE-2020-35777/,7.7,Complete,Complete,Complete,,None,
CVE-2020-35773,https://www.cvedetails.com/cve/CVE-2020-35773/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2020-35769,https://www.cvedetails.com/cve/CVE-2020-35769/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35766,https://www.cvedetails.com/cve/CVE-2020-35766/,4.4,Partial,Partial,Partial,Not required,None,Gain privileges
CVE-2020-35743,https://www.cvedetails.com/cve/CVE-2020-35743/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35742,https://www.cvedetails.com/cve/CVE-2020-35742/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35741,https://www.cvedetails.com/cve/CVE-2020-35741/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35740,https://www.cvedetails.com/cve/CVE-2020-35740/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35738,https://www.cvedetails.com/cve/CVE-2020-35738/,5.8,None,Partial,Partial,Not required,None,Overflow
CVE-2020-35737,https://www.cvedetails.com/cve/CVE-2020-35737/,5.0,None,Partial,None,Not required,None,
CVE-2020-35736,https://www.cvedetails.com/cve/CVE-2020-35736/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35735,https://www.cvedetails.com/cve/CVE-2020-35735/,4.3,None,Partial,None,Not required,None,
CVE-2020-35730,https://www.cvedetails.com/cve/CVE-2020-35730/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35729,https://www.cvedetails.com/cve/CVE-2020-35729/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35728,https://www.cvedetails.com/cve/CVE-2020-35728/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35716,https://www.cvedetails.com/cve/CVE-2020-35716/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2020-35715,https://www.cvedetails.com/cve/CVE-2020-35715/,9.0,Complete,Complete,Complete,,None,Execute Code
CVE-2020-35714,https://www.cvedetails.com/cve/CVE-2020-35714/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2020-35713,https://www.cvedetails.com/cve/CVE-2020-35713/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35712,https://www.cvedetails.com/cve/CVE-2020-35712/,9.3,Complete,Complete,Complete,Not required,None,
CVE-2020-35711,https://www.cvedetails.com/cve/CVE-2020-35711/,5.0,None,None,Partial,Not required,None,
CVE-2020-35710,https://www.cvedetails.com/cve/CVE-2020-35710/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35709,https://www.cvedetails.com/cve/CVE-2020-35709/,4.0,None,Partial,None,,None,Directory traversal
CVE-2020-35708,https://www.cvedetails.com/cve/CVE-2020-35708/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35702,https://www.cvedetails.com/cve/CVE-2020-35702/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2020-35693,https://www.cvedetails.com/cve/CVE-2020-35693/,5.4,Partial,Partial,Partial,Not required,None,
CVE-2020-35680,https://www.cvedetails.com/cve/CVE-2020-35680/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2020-35679,https://www.cvedetails.com/cve/CVE-2020-35679/,5.0,None,None,Partial,Not required,None,
CVE-2020-35678,https://www.cvedetails.com/cve/CVE-2020-35678/,5.8,Partial,Partial,None,Not required,None,
CVE-2020-35676,https://www.cvedetails.com/cve/CVE-2020-35676/,4.3,None,Partial,None,Not required,None,Gain privileges
CVE-2020-35676,https://www.cvedetails.com/cve/CVE-2020-35676/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35669,https://www.cvedetails.com/cve/CVE-2020-35669/,4.3,None,Partial,None,Not required,None,
CVE-2020-35668,https://www.cvedetails.com/cve/CVE-2020-35668/,5.0,None,None,Partial,Not required,None,
CVE-2020-35666,https://www.cvedetails.com/cve/CVE-2020-35666/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35665,https://www.cvedetails.com/cve/CVE-2020-35665/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35659,https://www.cvedetails.com/cve/CVE-2020-35659/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35658,https://www.cvedetails.com/cve/CVE-2020-35658/,5.0,None,Partial,None,Not required,None,
CVE-2020-35657,https://www.cvedetails.com/cve/CVE-2020-35657/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2020-35656,https://www.cvedetails.com/cve/CVE-2020-35656/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2020-35650,https://www.cvedetails.com/cve/CVE-2020-35650/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35627,https://www.cvedetails.com/cve/CVE-2020-35627/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35626,https://www.cvedetails.com/cve/CVE-2020-35626/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2020-35625,https://www.cvedetails.com/cve/CVE-2020-35625/,6.5,Partial,Partial,Partial,,None,
CVE-2020-35624,https://www.cvedetails.com/cve/CVE-2020-35624/,5.0,Partial,None,None,Not required,None,
CVE-2020-35623,https://www.cvedetails.com/cve/CVE-2020-35623/,5.0,None,Partial,None,Not required,None,
CVE-2020-35622,https://www.cvedetails.com/cve/CVE-2020-35622/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35616,https://www.cvedetails.com/cve/CVE-2020-35616/,5.0,None,Partial,None,Not required,None,
CVE-2020-35615,https://www.cvedetails.com/cve/CVE-2020-35615/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2020-35614,https://www.cvedetails.com/cve/CVE-2020-35614/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35613,https://www.cvedetails.com/cve/CVE-2020-35613/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35612,https://www.cvedetails.com/cve/CVE-2020-35612/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35611,https://www.cvedetails.com/cve/CVE-2020-35611/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35610,https://www.cvedetails.com/cve/CVE-2020-35610/,5.0,Partial,None,None,Not required,None,
CVE-2020-35608,https://www.cvedetails.com/cve/CVE-2020-35608/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35606,https://www.cvedetails.com/cve/CVE-2020-35606/,9.0,Complete,Complete,Complete,,None,Execute Code
CVE-2020-35605,https://www.cvedetails.com/cve/CVE-2020-35605/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35604,https://www.cvedetails.com/cve/CVE-2020-35604/,9.3,Complete,Complete,Complete,Not required,None,
CVE-2020-35598,https://www.cvedetails.com/cve/CVE-2020-35598/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35590,https://www.cvedetails.com/cve/CVE-2020-35590/,5.0,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2020-35587,https://www.cvedetails.com/cve/CVE-2020-35587/,5.0,Partial,None,None,Not required,None,
CVE-2020-35586,https://www.cvedetails.com/cve/CVE-2020-35586/,5.0,Partial,None,None,Not required,None,
CVE-2020-35585,https://www.cvedetails.com/cve/CVE-2020-35585/,5.0,Partial,None,None,Not required,None,
CVE-2020-35584,https://www.cvedetails.com/cve/CVE-2020-35584/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35579,https://www.cvedetails.com/cve/CVE-2020-35579/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2020-35575,https://www.cvedetails.com/cve/CVE-2020-35575/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35573,https://www.cvedetails.com/cve/CVE-2020-35573/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2020-35555,https://www.cvedetails.com/cve/CVE-2020-35555/,4.4,Partial,Partial,Partial,Not required,None,
CVE-2020-35554,https://www.cvedetails.com/cve/CVE-2020-35554/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2020-35553,https://www.cvedetails.com/cve/CVE-2020-35553/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2020-35552,https://www.cvedetails.com/cve/CVE-2020-35552/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35551,https://www.cvedetails.com/cve/CVE-2020-35551/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35550,https://www.cvedetails.com/cve/CVE-2020-35550/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2020-35545,https://www.cvedetails.com/cve/CVE-2020-35545/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35497,https://www.cvedetails.com/cve/CVE-2020-35497/,4.0,Partial,None,None,,None,Obtain Information
CVE-2020-35491,https://www.cvedetails.com/cve/CVE-2020-35491/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35490,https://www.cvedetails.com/cve/CVE-2020-35490/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35489,https://www.cvedetails.com/cve/CVE-2020-35489/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35480,https://www.cvedetails.com/cve/CVE-2020-35480/,5.0,Partial,None,None,Not required,None,
CVE-2020-35479,https://www.cvedetails.com/cve/CVE-2020-35479/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35478,https://www.cvedetails.com/cve/CVE-2020-35478/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35477,https://www.cvedetails.com/cve/CVE-2020-35477/,5.0,None,Partial,None,Not required,None,
CVE-2020-35476,https://www.cvedetails.com/cve/CVE-2020-35476/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35475,https://www.cvedetails.com/cve/CVE-2020-35475/,5.0,Partial,None,None,Not required,None,Cross Site Scripting
CVE-2020-35474,https://www.cvedetails.com/cve/CVE-2020-35474/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35471,https://www.cvedetails.com/cve/CVE-2020-35471/,5.0,None,None,Partial,Not required,None,
CVE-2020-35470,https://www.cvedetails.com/cve/CVE-2020-35470/,5.8,Partial,Partial,Partial,Not required,None,
CVE-2020-35469,https://www.cvedetails.com/cve/CVE-2020-35469/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35468,https://www.cvedetails.com/cve/CVE-2020-35468/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35467,https://www.cvedetails.com/cve/CVE-2020-35467/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35466,https://www.cvedetails.com/cve/CVE-2020-35466/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35465,https://www.cvedetails.com/cve/CVE-2020-35465/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35464,https://www.cvedetails.com/cve/CVE-2020-35464/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35463,https://www.cvedetails.com/cve/CVE-2020-35463/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35462,https://www.cvedetails.com/cve/CVE-2020-35462/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35460,https://www.cvedetails.com/cve/CVE-2020-35460/,5.0,None,Partial,None,Not required,None,Directory traversal
CVE-2020-35457,https://www.cvedetails.com/cve/CVE-2020-35457/,4.6,Partial,Partial,Partial,Not required,None,Overflow
CVE-2020-35453,https://www.cvedetails.com/cve/CVE-2020-35453/,5.0,None,Partial,None,Not required,None,
CVE-2020-35450,https://www.cvedetails.com/cve/CVE-2020-35450/,5.0,None,None,Partial,Not required,None,
CVE-2020-35448,https://www.cvedetails.com/cve/CVE-2020-35448/,4.3,Partial,None,None,Not required,None,
CVE-2020-35437,https://www.cvedetails.com/cve/CVE-2020-35437/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35416,https://www.cvedetails.com/cve/CVE-2020-35416/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35396,https://www.cvedetails.com/cve/CVE-2020-35396/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35395,https://www.cvedetails.com/cve/CVE-2020-35395/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35388,https://www.cvedetails.com/cve/CVE-2020-35388/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35382,https://www.cvedetails.com/cve/CVE-2020-35382/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35381,https://www.cvedetails.com/cve/CVE-2020-35381/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2020-35380,https://www.cvedetails.com/cve/CVE-2020-35380/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2020-35378,https://www.cvedetails.com/cve/CVE-2020-35378/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2020-35378,https://www.cvedetails.com/cve/CVE-2020-35378/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35378,https://www.cvedetails.com/cve/CVE-2020-35378/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2020-35376,https://www.cvedetails.com/cve/CVE-2020-35376/,5.0,None,None,Partial,Not required,None,
CVE-2020-35370,https://www.cvedetails.com/cve/CVE-2020-35370/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2020-35364,https://www.cvedetails.com/cve/CVE-2020-35364/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35362,https://www.cvedetails.com/cve/CVE-2020-35362/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35359,https://www.cvedetails.com/cve/CVE-2020-35359/,5.0,None,None,Partial,Not required,None,
CVE-2020-35347,https://www.cvedetails.com/cve/CVE-2020-35347/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2020-35338,https://www.cvedetails.com/cve/CVE-2020-35338/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35284,https://www.cvedetails.com/cve/CVE-2020-35284/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35276,https://www.cvedetails.com/cve/CVE-2020-35276/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35276,https://www.cvedetails.com/cve/CVE-2020-35276/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2020-35273,https://www.cvedetails.com/cve/CVE-2020-35273/,6.0,Partial,Partial,Partial,,None,Gain privileges
CVE-2020-35273,https://www.cvedetails.com/cve/CVE-2020-35273/,6.0,Partial,Partial,Partial,,None,CSRF
CVE-2020-35269,https://www.cvedetails.com/cve/CVE-2020-35269/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2020-35252,https://www.cvedetails.com/cve/CVE-2020-35252/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35245,https://www.cvedetails.com/cve/CVE-2020-35245/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35244,https://www.cvedetails.com/cve/CVE-2020-35244/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35243,https://www.cvedetails.com/cve/CVE-2020-35243/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35242,https://www.cvedetails.com/cve/CVE-2020-35242/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2020-35236,https://www.cvedetails.com/cve/CVE-2020-35236/,5.0,None,Partial,None,Not required,None,
CVE-2020-35235,https://www.cvedetails.com/cve/CVE-2020-35235/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2020-35234,https://www.cvedetails.com/cve/CVE-2020-35234/,5.0,Partial,None,None,Not required,None,
CVE-2020-35200,https://www.cvedetails.com/cve/CVE-2020-35200/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2020-35197,https://www.cvedetails.com/cve/CVE-2020-35197/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35196,https://www.cvedetails.com/cve/CVE-2020-35196/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35195,https://www.cvedetails.com/cve/CVE-2020-35195/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35193,https://www.cvedetails.com/cve/CVE-2020-35193/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35192,https://www.cvedetails.com/cve/CVE-2020-35192/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35191,https://www.cvedetails.com/cve/CVE-2020-35191/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35190,https://www.cvedetails.com/cve/CVE-2020-35190/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35189,https://www.cvedetails.com/cve/CVE-2020-35189/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35187,https://www.cvedetails.com/cve/CVE-2020-35187/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35186,https://www.cvedetails.com/cve/CVE-2020-35186/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35185,https://www.cvedetails.com/cve/CVE-2020-35185/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35184,https://www.cvedetails.com/cve/CVE-2020-35184/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2020-35177,https://www.cvedetails.com/cve/CVE-2020-35177/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2020-35176,https://www.cvedetails.com/cve/CVE-2020-35176/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2020-35175,https://www.cvedetails.com/cve/CVE-2020-35175/,5.0,None,Partial,None,Not required,None,
CVE-2020-35173,https://www.cvedetails.com/cve/CVE-2020-35173/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2020-35151,https://www.cvedetails.com/cve/CVE-2020-35151/,6.5,Partial,Partial,Partial,,None,Sql Injection
CVE-2020-35149,https://www.cvedetails.com/cve/CVE-2020-35149/,5.0,None,Partial,None,Not required,None,
CVE-2020-35136,https://www.cvedetails.com/cve/CVE-2020-35136/,9.0,Complete,Complete,Complete,,None,Execute Code
