CVE ID,#,Product Type,Vendor,Product,Version
CVE-2018-1002204,1,Application,Adm-zip Project,Adm-zip,*
CVE-2018-1002203,1,Application,Unzipper Project,Unzipper,*
CVE-2018-1002202,1,Application,Zip4j Project,Zip4j,*
CVE-2018-1002201,1,Application,Jrebel,Zt-zip,*
CVE-2018-1002200,1,OS,Debian,Debian Linux,8.0
CVE-2018-1002200,2,OS,Debian,Debian Linux,9.0
CVE-2018-1002200,3,Application,Plexus-archiver Project,Plexus-archiver,*
CVE-2018-1002200,4,OS,Redhat,Enterprise Linux,7.5
CVE-2018-1002200,5,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1002200,6,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1002150,1,Application,Koji Project,Koji,1.12.0
CVE-2018-1002150,2,Application,Koji Project,Koji,1.13.0
CVE-2018-1002150,3,Application,Koji Project,Koji,1.14.0
CVE-2018-1002150,4,Application,Koji Project,Koji,1.15.0
CVE-2018-1002105,1,Application,Kubernetes,Kubernetes,*
CVE-2018-1002105,2,Application,Kubernetes,Kubernetes,1.9.12
CVE-2018-1002105,3,Application,Netapp,Trident,-
CVE-2018-1002105,4,Application,Redhat,Openshift Container Platform,3.2
CVE-2018-1002105,5,Application,Redhat,Openshift Container Platform,3.3
CVE-2018-1002105,6,Application,Redhat,Openshift Container Platform,3.4
CVE-2018-1002105,7,Application,Redhat,Openshift Container Platform,3.5
CVE-2018-1002105,8,Application,Redhat,Openshift Container Platform,3.6
CVE-2018-1002105,9,Application,Redhat,Openshift Container Platform,3.8
CVE-2018-1002105,10,Application,Redhat,Openshift Container Platform,3.10
CVE-2018-1002105,11,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1002103,1,Application,Kubernetes,Minikube,*
CVE-2018-1002101,1,Application,Kubernetes,Kubernetes,*
CVE-2018-1002000,1,Application,Kibokolabs,Arigato Autoresponder And Newsletter,2.5.1.8
CVE-2018-1000890,1,Application,Frontaccounting,Frontaccounting,2.4.5
CVE-2018-1000889,1,Application,Logisim-evolution Project,Logisim-evolution,*
CVE-2018-1000888,1,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000888,2,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000888,3,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000888,4,OS,Debian,Debian Linux,8.0
CVE-2018-1000888,5,OS,Debian,Debian Linux,9.0
CVE-2018-1000888,6,Application,PHP,Pear Archive Tar,*
CVE-2018-1000886,1,Application,Nasm,Netwide Assembler,2.14.01rc5
CVE-2018-1000886,2,Application,Nasm,Netwide Assembler,2.15
CVE-2018-1000885,1,Application,Phkp Project,Phkp,*
CVE-2018-1000884,1,Application,Vestacp,Vesta Control Panel,*
CVE-2018-1000883,1,Application,Plug Project,Plug,*
CVE-2018-1000882,1,Application,Webidsupport,Webid,*
CVE-2018-1000881,1,Application,Traccar,Server,*
CVE-2018-1000880,1,OS,Canonical,Ubuntu Linux,14.04
CVE-2018-1000880,2,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000880,3,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000880,4,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000880,5,OS,Fedoraproject,Fedora,29
CVE-2018-1000880,6,OS,Fedoraproject,Fedora,30
CVE-2018-1000880,7,Application,Libarchive,Libarchive,*
CVE-2018-1000880,8,OS,Opensuse,Leap,15.0
CVE-2018-1000879,1,OS,Fedoraproject,Fedora,28
CVE-2018-1000879,2,OS,Fedoraproject,Fedora,29
CVE-2018-1000879,3,OS,Fedoraproject,Fedora,30
CVE-2018-1000879,4,Application,Libarchive,Libarchive,*
CVE-2018-1000879,5,OS,Opensuse,Leap,15.0
CVE-2018-1000878,1,OS,Canonical,Ubuntu Linux,14.04
CVE-2018-1000878,2,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000878,3,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000878,4,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000878,5,OS,Debian,Debian Linux,8.0
CVE-2018-1000878,6,OS,Debian,Debian Linux,9.0
CVE-2018-1000878,7,OS,Fedoraproject,Fedora,28
CVE-2018-1000878,8,OS,Fedoraproject,Fedora,29
CVE-2018-1000878,9,OS,Fedoraproject,Fedora,30
CVE-2018-1000878,10,Application,Libarchive,Libarchive,*
CVE-2018-1000878,11,OS,Opensuse,Leap,15.0
CVE-2018-1000878,12,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1000878,13,OS,Redhat,Enterprise Linux Server,7.0
CVE-2018-1000878,14,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1000877,1,OS,Canonical,Ubuntu Linux,14.04
CVE-2018-1000877,2,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000877,3,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000877,4,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000877,5,OS,Debian,Debian Linux,8.0
CVE-2018-1000877,6,OS,Debian,Debian Linux,9.0
CVE-2018-1000877,7,OS,Fedoraproject,Fedora,28
CVE-2018-1000877,8,OS,Fedoraproject,Fedora,29
CVE-2018-1000877,9,OS,Fedoraproject,Fedora,30
CVE-2018-1000877,10,Application,Libarchive,Libarchive,*
CVE-2018-1000877,11,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1000877,12,OS,Redhat,Enterprise Linux Server,7.0
CVE-2018-1000877,13,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1000876,1,Application,GNU,Binutils,*
CVE-2018-1000875,1,Application,Berkeley,Berkeley Open Infrastructure For Network Computing,*
CVE-2018-1000874,1,Application,Cebe,Markdown,*
CVE-2018-1000873,1,Application,Fasterxml,Jackson-modules-java8,*
CVE-2018-1000873,2,Application,Netapp,Active Iq Unified Manager,*
CVE-2018-1000873,3,Application,Netapp,Active Iq Unified Manager,*
CVE-2018-1000873,4,Application,Netapp,Active Iq Unified Manager,*
CVE-2018-1000873,5,Application,Oracle,Clusterware,12.1.0.2.0
CVE-2018-1000873,6,Application,Oracle,Database Server,12.1.0.2
CVE-2018-1000873,7,Application,Oracle,Database Server,12.2.0.1
CVE-2018-1000873,8,Application,Oracle,Database Server,18C
CVE-2018-1000873,9,Application,Oracle,Database Server,19C
CVE-2018-1000873,10,Application,Oracle,Global Lifecycle Management Opatch,*
CVE-2018-1000873,11,Application,Oracle,Nosql Database,*
CVE-2018-1000872,1,Application,Pykmip Project,Pykmip,*
CVE-2018-1000871,1,Application,Digitaldruid,Hoteldruid,*
CVE-2018-1000869,1,Application,Phpipam,Phpipam,1.3.2
CVE-2018-1000868,1,Application,Webidsupport,Webid,*
CVE-2018-1000867,1,Application,Webidsupport,Webid,*
CVE-2018-1000866,1,Application,Jenkins,Pipeline\, Groovy
CVE-2018-1000866,2,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000865,1,Application,Jenkins,Script Security,*
CVE-2018-1000865,2,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000864,1,Application,Jenkins,Jenkins,*
CVE-2018-1000864,2,Application,Jenkins,Jenkins,*
CVE-2018-1000864,3,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000863,1,Application,Jenkins,Jenkins,*
CVE-2018-1000863,2,Application,Jenkins,Jenkins,*
CVE-2018-1000863,3,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000862,1,Application,Jenkins,Jenkins,*
CVE-2018-1000862,2,Application,Jenkins,Jenkins,*
CVE-2018-1000862,3,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000861,1,Application,Jenkins,Jenkins,*
CVE-2018-1000861,2,Application,Jenkins,Jenkins,*
CVE-2018-1000861,3,Application,Redhat,Openshift Container Platform,3.11
CVE-2018-1000858,1,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000858,2,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000858,3,Application,Gnupg,Gnupg,*
CVE-2018-1000857,1,Application,Open-systems,Log-user-session,*
CVE-2018-1000855,1,Application,Basecamp,Easymon,*
CVE-2018-1000854,1,Application,Esigate,Esigate,*
CVE-2018-1000852,1,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000852,2,OS,Canonical,Ubuntu Linux,19.10
CVE-2018-1000852,3,OS,Canonical,Ubuntu Linux,20.04
CVE-2018-1000852,4,OS,Fedoraproject,Fedora,28
CVE-2018-1000852,5,Application,Freerdp,Freerdp,*
CVE-2018-1000852,6,Application,Freerdp,Freerdp,2.0.0
CVE-2018-1000852,7,Application,Freerdp,Freerdp,2.0.0
CVE-2018-1000852,8,Application,Freerdp,Freerdp,2.0.0
CVE-2018-1000852,9,Application,Freerdp,Freerdp,2.0.0
CVE-2018-1000851,1,Application,Copay,Copay Bitcoin Wallet,*
CVE-2018-1000850,1,Application,Squareup,Retrofit,*
CVE-2018-1000849,1,OS,Alpinelinux,Alpine Linux,*
CVE-2018-1000848,1,Application,Wampserver,Wampserver,*
CVE-2018-1000846,1,Application,Freshdns Project,Freshdns,*
CVE-2018-1000844,1,Application,Squareup,Retrofit,*
CVE-2018-1000843,1,Application,Spotify,Luigi,*
CVE-2018-1000842,1,Application,Fatfreecrm,Fatfreecrm,*
CVE-2018-1000842,2,Application,Fatfreecrm,Fatfreecrm,0.18.0
CVE-2018-1000841,1,Application,Zend,Zendto,*
CVE-2018-1000840,1,Application,Processing,Processing,*
CVE-2018-1000839,1,Application,Librehealth,Librehealth Ehr,2.0.0
CVE-2018-1000838,1,Application,Sleuthkit,Autopsy,*
CVE-2018-1000837,1,Application,Obeo,Uml Designer,*
CVE-2018-1000836,1,Application,Apereo,Bw-calendar-engine,*
CVE-2018-1000835,1,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,2,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,3,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,4,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,5,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,6,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,7,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,8,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,9,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,10,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,11,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,12,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,13,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,14,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,15,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,16,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000835,17,Application,Keepassdx,Keepass Dx,2.5.0.0
CVE-2018-1000834,1,Application,Runelite,Runelite,*
CVE-2018-1000833,1,Application,Zoneminder,Zoneminder,*
CVE-2018-1000832,1,Application,Zoneminder,Zoneminder,*
CVE-2018-1000831,1,Application,K9mail,K-9 Mail,*
CVE-2018-1000830,1,Application,Xr3player Project,Xr3player,*
CVE-2018-1000829,1,Application,Anyplace Project,Anyplace,-
CVE-2018-1000828,1,Application,Frostwire,Frostwire,1.9.9
CVE-2018-1000828,2,Application,Frostwire,Frostwire,1.9.9
CVE-2018-1000828,3,Application,Frostwire,Frostwire,2.0.7
CVE-2018-1000828,4,Application,Frostwire,Frostwire,6.1.6
CVE-2018-1000828,5,Application,Frostwire,Frostwire,6.1.6
CVE-2018-1000828,6,Application,Frostwire,Frostwire,6.1.7
CVE-2018-1000828,7,Application,Frostwire,Frostwire,6.1.8
CVE-2018-1000828,8,Application,Frostwire,Frostwire,6.1.9
CVE-2018-1000828,9,Application,Frostwire,Frostwire,6.2.0
CVE-2018-1000828,10,Application,Frostwire,Frostwire,6.2.0
CVE-2018-1000828,11,Application,Frostwire,Frostwire,6.2.1
CVE-2018-1000828,12,Application,Frostwire,Frostwire,6.2.2
CVE-2018-1000828,13,Application,Frostwire,Frostwire,6.2.3
CVE-2018-1000828,14,Application,Frostwire,Frostwire,6.2.3
CVE-2018-1000828,15,Application,Frostwire,Frostwire,6.2.4
CVE-2018-1000828,16,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,17,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,18,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,19,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,20,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,21,Application,Frostwire,Frostwire,6.3.0
CVE-2018-1000828,22,Application,Frostwire,Frostwire,6.3.1
CVE-2018-1000828,23,Application,Frostwire,Frostwire,6.3.2
CVE-2018-1000828,24,Application,Frostwire,Frostwire,6.3.2
CVE-2018-1000828,25,Application,Frostwire,Frostwire,6.3.3
CVE-2018-1000828,26,Application,Frostwire,Frostwire,6.3.3
CVE-2018-1000828,27,Application,Frostwire,Frostwire,6.3.3
CVE-2018-1000828,28,Application,Frostwire,Frostwire,6.3.3
CVE-2018-1000828,29,Application,Frostwire,Frostwire,6.3.4
CVE-2018-1000828,30,Application,Frostwire,Frostwire,6.3.4
CVE-2018-1000828,31,Application,Frostwire,Frostwire,6.3.5
CVE-2018-1000828,32,Application,Frostwire,Frostwire,6.3.5
CVE-2018-1000828,33,Application,Frostwire,Frostwire,6.3.5
CVE-2018-1000828,34,Application,Frostwire,Frostwire,6.3.6
CVE-2018-1000828,35,Application,Frostwire,Frostwire,6.3.6
CVE-2018-1000828,36,Application,Frostwire,Frostwire,6.3.7
CVE-2018-1000828,37,Application,Frostwire,Frostwire,6.3.7
CVE-2018-1000828,38,Application,Frostwire,Frostwire,6.3.7
CVE-2018-1000828,39,Application,Frostwire,Frostwire,6.3.7
CVE-2018-1000828,40,Application,Frostwire,Frostwire,6.4.0
CVE-2018-1000828,41,Application,Frostwire,Frostwire,6.4.0
CVE-2018-1000828,42,Application,Frostwire,Frostwire,6.4.1
CVE-2018-1000828,43,Application,Frostwire,Frostwire,6.4.1
CVE-2018-1000828,44,Application,Frostwire,Frostwire,6.4.2
CVE-2018-1000828,45,Application,Frostwire,Frostwire,6.4.3
CVE-2018-1000828,46,Application,Frostwire,Frostwire,6.4.4
CVE-2018-1000828,47,Application,Frostwire,Frostwire,6.4.5
CVE-2018-1000828,48,Application,Frostwire,Frostwire,6.4.5
CVE-2018-1000828,49,Application,Frostwire,Frostwire,6.4.5
CVE-2018-1000828,50,Application,Frostwire,Frostwire,6.4.5
CVE-2018-1000828,51,Application,Frostwire,Frostwire,6.4.5
CVE-2018-1000828,52,Application,Frostwire,Frostwire,6.4.6
CVE-2018-1000828,53,Application,Frostwire,Frostwire,6.4.6
CVE-2018-1000828,54,Application,Frostwire,Frostwire,6.4.7
CVE-2018-1000828,55,Application,Frostwire,Frostwire,6.4.7
CVE-2018-1000828,56,Application,Frostwire,Frostwire,6.4.8
CVE-2018-1000828,57,Application,Frostwire,Frostwire,6.4.8
CVE-2018-1000828,58,Application,Frostwire,Frostwire,6.4.8
CVE-2018-1000828,59,Application,Frostwire,Frostwire,6.4.8
CVE-2018-1000828,60,Application,Frostwire,Frostwire,6.4.9
CVE-2018-1000828,61,Application,Frostwire,Frostwire,6.5.0
CVE-2018-1000828,62,Application,Frostwire,Frostwire,6.5.1
CVE-2018-1000828,63,Application,Frostwire,Frostwire,6.5.2
CVE-2018-1000828,64,Application,Frostwire,Frostwire,6.5.3
CVE-2018-1000828,65,Application,Frostwire,Frostwire,6.5.4
CVE-2018-1000828,66,Application,Frostwire,Frostwire,6.5.5
CVE-2018-1000828,67,Application,Frostwire,Frostwire,6.5.5
CVE-2018-1000828,68,Application,Frostwire,Frostwire,6.5.8
CVE-2018-1000828,69,Application,Frostwire,Frostwire,6.5.8
CVE-2018-1000828,70,Application,Frostwire,Frostwire,6.5.9
CVE-2018-1000828,71,Application,Frostwire,Frostwire,6.6.0
CVE-2018-1000828,72,Application,Frostwire,Frostwire,6.6.1
CVE-2018-1000828,73,Application,Frostwire,Frostwire,6.6.2
CVE-2018-1000828,74,Application,Frostwire,Frostwire,6.6.2
CVE-2018-1000828,75,Application,Frostwire,Frostwire,6.6.3
CVE-2018-1000828,76,Application,Frostwire,Frostwire,6.6.3
CVE-2018-1000828,77,Application,Frostwire,Frostwire,6.6.4
CVE-2018-1000828,78,Application,Frostwire,Frostwire,6.6.5
CVE-2018-1000828,79,Application,Frostwire,Frostwire,6.6.6
CVE-2018-1000828,80,Application,Frostwire,Frostwire,6.6.7
CVE-2018-1000828,81,Application,Frostwire,Frostwire,6.6.8
CVE-2018-1000828,82,Application,Frostwire,Frostwire,6.7.0
CVE-2018-1000828,83,Application,Frostwire,Frostwire,6.7.0
CVE-2018-1000828,84,Application,Frostwire,Frostwire,6.7.0
CVE-2018-1000828,85,Application,Frostwire,Frostwire,6.7.0
CVE-2018-1000828,86,Application,Frostwire,Frostwire,6.7.1
CVE-2018-1000828,87,Application,Frostwire,Frostwire,6.7.1
CVE-2018-1000828,88,Application,Frostwire,Frostwire,6.7.1
CVE-2018-1000828,89,Application,Frostwire,Frostwire,6.7.2
CVE-2018-1000828,90,Application,Frostwire,Frostwire,6.7.2
CVE-2018-1000828,91,Application,Frostwire,Frostwire,6.7.3
CVE-2018-1000828,92,Application,Frostwire,Frostwire,6.7.4
CVE-2018-1000827,1,Application,Ubilling,Ubilling,*
CVE-2018-1000826,1,Application,Microweber,Microweber,*
CVE-2018-1000825,1,Application,Freecol,Freecol,*
CVE-2018-1000824,1,Application,Megamek,Megamek,*
CVE-2018-1000823,1,Application,Exist-db,Exist,*
CVE-2018-1000823,2,Application,Exist-db,Exist,5.0.0
CVE-2018-1000823,3,Application,Exist-db,Exist,5.0.0
CVE-2018-1000823,4,Application,Exist-db,Exist,5.0.0
CVE-2018-1000823,5,Application,Exist-db,Exist,5.0.0
CVE-2018-1000822,1,Application,Codelibs,Fess,*
CVE-2018-1000821,1,Application,Micromathematics Project,Micromathematics,*
CVE-2018-1000820,1,Application,Neo4j-contrib,Neo4j-apoc-procedures,*
CVE-2018-1000817,1,Application,Asset Pipeline Project,Asset-pipeline,*
CVE-2018-1000815,1,Application,Brave,Brave,*
CVE-2018-1000814,1,Application,Aiohttp-session Project,Aiohttp-session,*
CVE-2018-1000812,1,Application,Artica,Integria Ims,*
CVE-2018-1000811,1,Application,Bludit,Bludit,3.0.0
CVE-2018-1000810,1,Application,Rust-lang,Rust,1.26.0
CVE-2018-1000810,2,Application,Rust-lang,Rust,1.26.1
CVE-2018-1000810,3,Application,Rust-lang,Rust,1.26.2
CVE-2018-1000810,4,Application,Rust-lang,Rust,1.27.0
CVE-2018-1000810,5,Application,Rust-lang,Rust,1.27.1
CVE-2018-1000810,6,Application,Rust-lang,Rust,1.27.2
CVE-2018-1000810,7,Application,Rust-lang,Rust,1.28.0
CVE-2018-1000810,8,Application,Rust-lang,Rust,1.29.0
CVE-2018-1000809,1,Application,Privacyidea,Privacyidea,*
CVE-2018-1000808,1,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000808,2,Application,Pyopenssl Project,Pyopenssl,*
CVE-2018-1000808,3,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1000808,4,OS,Redhat,Enterprise Linux Server,7.0
CVE-2018-1000808,5,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1000808,6,Application,Redhat,Gluster Storage,3.0
CVE-2018-1000808,7,Application,Redhat,Openstack,13
CVE-2018-1000807,1,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000807,2,Application,Pyopenssl,Pyopenssl,*
CVE-2018-1000807,3,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1000807,4,OS,Redhat,Enterprise Linux Server,7.0
CVE-2018-1000807,5,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1000807,6,Application,Redhat,Openstack,13
CVE-2018-1000805,1,OS,Canonical,Ubuntu Linux,12.04
CVE-2018-1000805,2,OS,Canonical,Ubuntu Linux,14.04
CVE-2018-1000805,3,OS,Canonical,Ubuntu Linux,16.04
CVE-2018-1000805,4,OS,Canonical,Ubuntu Linux,18.04
CVE-2018-1000805,5,OS,Canonical,Ubuntu Linux,18.10
CVE-2018-1000805,6,OS,Debian,Debian Linux,8.0
CVE-2018-1000805,7,OS,Debian,Debian Linux,9.0
CVE-2018-1000805,8,Application,Paramiko,Paramiko,1.17.6
CVE-2018-1000805,9,Application,Paramiko,Paramiko,1.18.5
CVE-2018-1000805,10,Application,Paramiko,Paramiko,2.0.8
CVE-2018-1000805,11,Application,Paramiko,Paramiko,2.1.5
CVE-2018-1000805,12,Application,Paramiko,Paramiko,2.2.3
CVE-2018-1000805,13,Application,Paramiko,Paramiko,2.3.2
CVE-2018-1000805,14,Application,Paramiko,Paramiko,2.4.1
CVE-2018-1000805,15,Application,Redhat,Ansible Tower,3.3
CVE-2018-1000805,16,OS,Redhat,Enterprise Linux Desktop,6.0
CVE-2018-1000805,17,OS,Redhat,Enterprise Linux Desktop,7.0
CVE-2018-1000805,18,OS,Redhat,Enterprise Linux Server,6.0
CVE-2018-1000805,19,OS,Redhat,Enterprise Linux Server,7.0
CVE-2018-1000805,20,OS,Redhat,Enterprise Linux Server Aus,6.4
CVE-2018-1000805,21,OS,Redhat,Enterprise Linux Server Aus,6.5
CVE-2018-1000805,22,OS,Redhat,Enterprise Linux Server Aus,6.6
CVE-2018-1000805,23,OS,Redhat,Enterprise Linux Server Aus,7.6
CVE-2018-1000805,24,OS,Redhat,Enterprise Linux Server Eus,6.7
CVE-2018-1000805,25,OS,Redhat,Enterprise Linux Server Eus,7.6
CVE-2018-1000805,26,OS,Redhat,Enterprise Linux Server Tus,6.6
CVE-2018-1000805,27,OS,Redhat,Enterprise Linux Server Tus,7.6
CVE-2018-1000805,28,OS,Redhat,Enterprise Linux Workstation,6.0
CVE-2018-1000805,29,OS,Redhat,Enterprise Linux Workstation,7.0
CVE-2018-1000805,30,Application,Redhat,Virtualization Host,4.0
