CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2019-1010296,https://www.cvedetails.com/cve/CVE-2019-1010296/,10.0,Complete,Complete,Complete,Not required,None,Overflow
CVE-2019-1010295,https://www.cvedetails.com/cve/CVE-2019-1010295/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010295,https://www.cvedetails.com/cve/CVE-2019-1010295/,7.5,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2019-1010294,https://www.cvedetails.com/cve/CVE-2019-1010294/,5.0,Partial,None,None,Not required,None,
CVE-2019-1010293,https://www.cvedetails.com/cve/CVE-2019-1010293/,7.5,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2019-1010292,https://www.cvedetails.com/cve/CVE-2019-1010292/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010292,https://www.cvedetails.com/cve/CVE-2019-1010292/,7.5,Partial,Partial,Partial,Not required,None,Memory corruption
CVE-2019-1010290,https://www.cvedetails.com/cve/CVE-2019-1010290/,5.8,Partial,Partial,None,Not required,None,
CVE-2019-1010287,https://www.cvedetails.com/cve/CVE-2019-1010287/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2019-1010287,https://www.cvedetails.com/cve/CVE-2019-1010287/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010283,https://www.cvedetails.com/cve/CVE-2019-1010283/,5.0,mponent is: function data_on_connection() in src/callback.c. The attack vector is: network connectivity. The fixed version is: 12.0.1-4 and later.	,None,None,Not required,None,Obtain Information
CVE-2019-1010279,https://www.cvedetails.com/cve/CVE-2019-1010279/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010279,https://www.cvedetails.com/cve/CVE-2019-1010279/,5.0,None,None,Partial,Not required,None,Bypass a restriction or similar
CVE-2019-1010275,https://www.cvedetails.com/cve/CVE-2019-1010275/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2019-1010268,https://www.cvedetails.com/cve/CVE-2019-1010268/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2019-1010266,https://www.cvedetails.com/cve/CVE-2019-1010266/,4.0,None,None,Partial,,None,Denial Of Service
CVE-2019-1010263,https://www.cvedetails.com/cve/CVE-2019-1010263/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2019-1010262,https://www.cvedetails.com/cve/CVE-2019-1010262/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010261,https://www.cvedetails.com/cve/CVE-2019-1010261/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010260,https://www.cvedetails.com/cve/CVE-2019-1010260/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2019-1010259,https://www.cvedetails.com/cve/CVE-2019-1010259/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010258,https://www.cvedetails.com/cve/CVE-2019-1010258/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2019-1010258,https://www.cvedetails.com/cve/CVE-2019-1010258/,4.3,None,None,Partial,Not required,None,Memory corruption
CVE-2019-1010257,https://www.cvedetails.com/cve/CVE-2019-1010257/,7.5,Partial,Partial,Partial,Not required,None,Directory traversal
CVE-2019-1010252,https://www.cvedetails.com/cve/CVE-2019-1010252/,5.5,None,Partial,Partial,,None,
CVE-2019-1010251,https://www.cvedetails.com/cve/CVE-2019-1010251/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010251,https://www.cvedetails.com/cve/CVE-2019-1010251/,5.0,None,None,Partial,Not required,None,Bypass a restriction or similar
CVE-2019-1010250,https://www.cvedetails.com/cve/CVE-2019-1010250/,5.5,None,Partial,Partial,,None,
CVE-2019-1010249,https://www.cvedetails.com/cve/CVE-2019-1010249/,5.5,None,Partial,Partial,,None,Overflow
CVE-2019-1010248,https://www.cvedetails.com/cve/CVE-2019-1010248/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010247,https://www.cvedetails.com/cve/CVE-2019-1010247/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010246,https://www.cvedetails.com/cve/CVE-2019-1010246/,5.0,Partial,None,None,Not required,None,
CVE-2019-1010245,https://www.cvedetails.com/cve/CVE-2019-1010245/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010241,https://www.cvedetails.com/cve/CVE-2019-1010241/,4.0,Partial,None,None,,None,
CVE-2019-1010239,https://www.cvedetails.com/cve/CVE-2019-1010239/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010238,https://www.cvedetails.com/cve/CVE-2019-1010238/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010238,https://www.cvedetails.com/cve/CVE-2019-1010238/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010237,https://www.cvedetails.com/cve/CVE-2019-1010237/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2019-1010237,https://www.cvedetails.com/cve/CVE-2019-1010237/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010234,https://www.cvedetails.com/cve/CVE-2019-1010234/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010232,https://www.cvedetails.com/cve/CVE-2019-1010232/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2019-1010228,https://www.cvedetails.com/cve/CVE-2019-1010228/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010228,https://www.cvedetails.com/cve/CVE-2019-1010228/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010228,https://www.cvedetails.com/cve/CVE-2019-1010228/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010224,https://www.cvedetails.com/cve/CVE-2019-1010224/,5.0,None,None,Partial,Not required,None,
CVE-2019-1010223,https://www.cvedetails.com/cve/CVE-2019-1010223/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010222,https://www.cvedetails.com/cve/CVE-2019-1010222/,5.0,None,None,Partial,Not required,None,
CVE-2019-1010221,https://www.cvedetails.com/cve/CVE-2019-1010221/,4.4,Partial,Partial,Partial,Not required,None,
CVE-2019-1010220,https://www.cvedetails.com/cve/CVE-2019-1010220/,4.3,Partial,None,None,Not required,None,
CVE-2019-1010218,https://www.cvedetails.com/cve/CVE-2019-1010218/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2019-1010209,https://www.cvedetails.com/cve/CVE-2019-1010209/,5.0,None,Partial,None,Not required,None,
CVE-2019-1010207,https://www.cvedetails.com/cve/CVE-2019-1010207/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010206,https://www.cvedetails.com/cve/CVE-2019-1010206/,4.3,None,Partial,None,Not required,None,
CVE-2019-1010205,https://www.cvedetails.com/cve/CVE-2019-1010205/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2019-1010204,https://www.cvedetails.com/cve/CVE-2019-1010204/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010202,https://www.cvedetails.com/cve/CVE-2019-1010202/,4.0,Partial,None,None,,None,
CVE-2019-1010201,https://www.cvedetails.com/cve/CVE-2019-1010201/,4.0,Partial,None,None,,None,Sql Injection
CVE-2019-1010200,https://www.cvedetails.com/cve/CVE-2019-1010200/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2019-1010199,https://www.cvedetails.com/cve/CVE-2019-1010199/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010199,https://www.cvedetails.com/cve/CVE-2019-1010199/,4.3,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2019-1010193,https://www.cvedetails.com/cve/CVE-2019-1010193/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010191,https://www.cvedetails.com/cve/CVE-2019-1010191/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010190,https://www.cvedetails.com/cve/CVE-2019-1010190/,4.3,None,None,Partial,Not required,None,
CVE-2019-1010189,https://www.cvedetails.com/cve/CVE-2019-1010189/,4.3,None,None,Partial,Not required,None,
CVE-2019-1010183,https://www.cvedetails.com/cve/CVE-2019-1010183/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010182,https://www.cvedetails.com/cve/CVE-2019-1010182/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010180,https://www.cvedetails.com/cve/CVE-2019-1010180/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010180,https://www.cvedetails.com/cve/CVE-2019-1010180/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010179,https://www.cvedetails.com/cve/CVE-2019-1010179/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010178,https://www.cvedetails.com/cve/CVE-2019-1010178/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010177,https://www.cvedetails.com/cve/CVE-2019-1010177/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010177,https://www.cvedetails.com/cve/CVE-2019-1010177/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010176,https://www.cvedetails.com/cve/CVE-2019-1010176/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010176,https://www.cvedetails.com/cve/CVE-2019-1010176/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010176,https://www.cvedetails.com/cve/CVE-2019-1010176/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010174,https://www.cvedetails.com/cve/CVE-2019-1010174/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2019-1010173,https://www.cvedetails.com/cve/CVE-2019-1010173/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010172,https://www.cvedetails.com/cve/CVE-2019-1010172/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010171,https://www.cvedetails.com/cve/CVE-2019-1010171/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010170,https://www.cvedetails.com/cve/CVE-2019-1010170/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010169,https://www.cvedetails.com/cve/CVE-2019-1010169/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010163,https://www.cvedetails.com/cve/CVE-2019-1010163/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2019-1010163,https://www.cvedetails.com/cve/CVE-2019-1010163/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2019-1010163,https://www.cvedetails.com/cve/CVE-2019-1010163/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2019-1010162,https://www.cvedetails.com/cve/CVE-2019-1010162/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010162,https://www.cvedetails.com/cve/CVE-2019-1010162/,4.3,None,None,Partial,Not required,None,Execute Code
CVE-2019-1010161,https://www.cvedetails.com/cve/CVE-2019-1010161/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2019-1010156,https://www.cvedetails.com/cve/CVE-2019-1010156/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and information l,None,Denial Of Service
CVE-2019-1010156,https://www.cvedetails.com/cve/CVE-2019-1010156/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and information l,None,Bypass a restriction or similar
CVE-2019-1010156,https://www.cvedetails.com/cve/CVE-2019-1010156/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and information l,None,Obtain Information
CVE-2019-1010155,https://www.cvedetails.com/cve/CVE-2019-1010155/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and informa,None,Denial Of Service
CVE-2019-1010155,https://www.cvedetails.com/cve/CVE-2019-1010155/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and informa,None,Bypass a restriction or similar
CVE-2019-1010155,https://www.cvedetails.com/cve/CVE-2019-1010155/,6.4,Partial,None,Partial,Bypass. The impact is: denial of service and informa,None,Obtain Information
CVE-2019-1010153,https://www.cvedetails.com/cve/CVE-2019-1010153/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010152,https://www.cvedetails.com/cve/CVE-2019-1010152/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010151,https://www.cvedetails.com/cve/CVE-2019-1010151/,7.5,Partial,Partial,Partial,Not required,None,Directory traversal
CVE-2019-1010150,https://www.cvedetails.com/cve/CVE-2019-1010150/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010149,https://www.cvedetails.com/cve/CVE-2019-1010149/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010148,https://www.cvedetails.com/cve/CVE-2019-1010148/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010148,https://www.cvedetails.com/cve/CVE-2019-1010148/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010142,https://www.cvedetails.com/cve/CVE-2019-1010142/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010136,https://www.cvedetails.com/cve/CVE-2019-1010136/,7.8,None,None,Complete,Not required,None,
CVE-2019-1010129,https://www.cvedetails.com/cve/CVE-2019-1010129/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010129,https://www.cvedetails.com/cve/CVE-2019-1010129/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010127,https://www.cvedetails.com/cve/CVE-2019-1010127/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010127,https://www.cvedetails.com/cve/CVE-2019-1010127/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010124,https://www.cvedetails.com/cve/CVE-2019-1010124/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010123,https://www.cvedetails.com/cve/CVE-2019-1010123/,5.0,None,Partial,None,Not required,None,
CVE-2019-1010113,https://www.cvedetails.com/cve/CVE-2019-1010113/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010112,https://www.cvedetails.com/cve/CVE-2019-1010112/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2019-1010104,https://www.cvedetails.com/cve/CVE-2019-1010104/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2019-1010101,https://www.cvedetails.com/cve/CVE-2019-1010101/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010100,https://www.cvedetails.com/cve/CVE-2019-1010100/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010096,https://www.cvedetails.com/cve/CVE-2019-1010096/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2019-1010095,https://www.cvedetails.com/cve/CVE-2019-1010095/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2019-1010094,https://www.cvedetails.com/cve/CVE-2019-1010094/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2019-1010091,https://www.cvedetails.com/cve/CVE-2019-1010091/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2019-1010091,https://www.cvedetails.com/cve/CVE-2019-1010091/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010084,https://www.cvedetails.com/cve/CVE-2019-1010084/,4.0,Partial,None,None,,None,
CVE-2019-1010083,https://www.cvedetails.com/cve/CVE-2019-1010083/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010073,https://www.cvedetails.com/cve/CVE-2019-1010073/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010069,https://www.cvedetails.com/cve/CVE-2019-1010069/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010069,https://www.cvedetails.com/cve/CVE-2019-1010069/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2019-1010066,https://www.cvedetails.com/cve/CVE-2019-1010066/,5.0,None,Partial,None,Not required,None,
CVE-2019-1010065,https://www.cvedetails.com/cve/CVE-2019-1010065/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2019-1010062,https://www.cvedetails.com/cve/CVE-2019-1010062/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2019-1010060,https://www.cvedetails.com/cve/CVE-2019-1010060/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010060,https://www.cvedetails.com/cve/CVE-2019-1010060/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010057,https://www.cvedetails.com/cve/CVE-2019-1010057/,6.8,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010057,https://www.cvedetails.com/cve/CVE-2019-1010057/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010057,https://www.cvedetails.com/cve/CVE-2019-1010057/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010054,https://www.cvedetails.com/cve/CVE-2019-1010054/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2019-1010044,https://www.cvedetails.com/cve/CVE-2019-1010044/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010044,https://www.cvedetails.com/cve/CVE-2019-1010044/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010044,https://www.cvedetails.com/cve/CVE-2019-1010044/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010043,https://www.cvedetails.com/cve/CVE-2019-1010043/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010043,https://www.cvedetails.com/cve/CVE-2019-1010043/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010043,https://www.cvedetails.com/cve/CVE-2019-1010043/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010039,https://www.cvedetails.com/cve/CVE-2019-1010039/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010039,https://www.cvedetails.com/cve/CVE-2019-1010039/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010039,https://www.cvedetails.com/cve/CVE-2019-1010039/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010038,https://www.cvedetails.com/cve/CVE-2019-1010038/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2019-1010038,https://www.cvedetails.com/cve/CVE-2019-1010038/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010038,https://www.cvedetails.com/cve/CVE-2019-1010038/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010034,https://www.cvedetails.com/cve/CVE-2019-1010034/,4.0,Partial,None,None,,None,Sql Injection
CVE-2019-1010028,https://www.cvedetails.com/cve/CVE-2019-1010028/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010025,https://www.cvedetails.com/cve/CVE-2019-1010025/,5.0,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2019-1010024,https://www.cvedetails.com/cve/CVE-2019-1010024/,5.0,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2019-1010024,https://www.cvedetails.com/cve/CVE-2019-1010024/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2019-1010023,https://www.cvedetails.com/cve/CVE-2019-1010023/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010022,https://www.cvedetails.com/cve/CVE-2019-1010022/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010022,https://www.cvedetails.com/cve/CVE-2019-1010022/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2019-1010018,https://www.cvedetails.com/cve/CVE-2019-1010018/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2019-1010018,https://www.cvedetails.com/cve/CVE-2019-1010018/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010017,https://www.cvedetails.com/cve/CVE-2019-1010017/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1010016,https://www.cvedetails.com/cve/CVE-2019-1010016/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010009,https://www.cvedetails.com/cve/CVE-2019-1010009/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2019-1010006,https://www.cvedetails.com/cve/CVE-2019-1010006/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2019-1010006,https://www.cvedetails.com/cve/CVE-2019-1010006/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2019-1010005,https://www.cvedetails.com/cve/CVE-2019-1010005/,4.3,None,Partial,None,Not required,None,Execute Code
CVE-2019-1010005,https://www.cvedetails.com/cve/CVE-2019-1010005/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2019-1010004,https://www.cvedetails.com/cve/CVE-2019-1010004/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2019-1003099,https://www.cvedetails.com/cve/CVE-2019-1003099/,4.0,None,Partial,None,,None,
CVE-2019-1003098,https://www.cvedetails.com/cve/CVE-2019-1003098/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003097,https://www.cvedetails.com/cve/CVE-2019-1003097/,4.0,Partial,None,None,,None,
CVE-2019-1003096,https://www.cvedetails.com/cve/CVE-2019-1003096/,4.0,Partial,None,None,,None,
CVE-2019-1003095,https://www.cvedetails.com/cve/CVE-2019-1003095/,4.0,Partial,None,None,,None,
CVE-2019-1003094,https://www.cvedetails.com/cve/CVE-2019-1003094/,4.0,Partial,None,None,,None,
CVE-2019-1003093,https://www.cvedetails.com/cve/CVE-2019-1003093/,4.0,None,Partial,None,,None,
CVE-2019-1003092,https://www.cvedetails.com/cve/CVE-2019-1003092/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003091,https://www.cvedetails.com/cve/CVE-2019-1003091/,4.0,None,Partial,None,,None,
CVE-2019-1003090,https://www.cvedetails.com/cve/CVE-2019-1003090/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003089,https://www.cvedetails.com/cve/CVE-2019-1003089/,4.0,Partial,None,None,,None,
CVE-2019-1003088,https://www.cvedetails.com/cve/CVE-2019-1003088/,4.0,Partial,None,None,,None,
CVE-2019-1003087,https://www.cvedetails.com/cve/CVE-2019-1003087/,4.0,None,Partial,None,,None,
CVE-2019-1003086,https://www.cvedetails.com/cve/CVE-2019-1003086/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003085,https://www.cvedetails.com/cve/CVE-2019-1003085/,4.0,None,Partial,None,,None,
CVE-2019-1003084,https://www.cvedetails.com/cve/CVE-2019-1003084/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003083,https://www.cvedetails.com/cve/CVE-2019-1003083/,4.0,None,Partial,None,,None,
CVE-2019-1003082,https://www.cvedetails.com/cve/CVE-2019-1003082/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003081,https://www.cvedetails.com/cve/CVE-2019-1003081/,4.0,None,Partial,None,,None,
CVE-2019-1003080,https://www.cvedetails.com/cve/CVE-2019-1003080/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2019-1003079,https://www.cvedetails.com/cve/CVE-2019-1003079/,4.0,None,Partial,None,,None,
