CVE ID,#,Product Type,Vendor,Product,Version,Update,Edition,Language
CVE-2020-35877,1,Application,Ozone Project,Ozone,*,*,*,*
CVE-2020-35876,1,Application,Rio Project,RIO,*,*,*,*
CVE-2020-35875,1,Application,Tokio,Tokio-rustls,*,*,*,*
CVE-2020-35874,1,Application,Internment Project,Internment,0.3.12,*,*,*
CVE-2020-35873,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35872,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35871,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35870,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35869,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35868,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35867,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35866,1,Application,Rusqlite Project,Rusqlite,*,*,*,*
CVE-2020-35865,1,Application,Os Str Bytes Project,Os Str Bytes,*,*,*,*
CVE-2020-35864,1,Application,Google,Flatbuffers,*,*,*,*
CVE-2020-35863,1,Application,Hyper,Hyper,*,*,*,*
CVE-2020-35862,1,Application,Bitvec Project,Bitvec,*,*,*,*
CVE-2020-35861,1,Application,Bumpalo Project,Bumpalo,*,*,*,*
CVE-2020-35860,1,Application,Cbox Project,Cbox,*,*,*,*
CVE-2020-35859,1,Application,Lucet-runtime-internals Project,Lucet-runtime-internals,*,*,*,*
CVE-2020-35858,1,Application,Prost Project,Prost,*,*,*,*
CVE-2020-35857,1,Application,Trust-dns-server Project,Trust-dns-server,*,*,*,*
CVE-2020-35851,1,Application,Hgiga,Msr45 Isherlock-user,*,*,*,*
CVE-2020-35851,2,Application,Hgiga,Ssr45 Isherlock-user,*,*,*,*
CVE-2020-35850,1,Application,Cockpit-project,Cockpit,234,*,*,*
CVE-2020-35849,1,Application,Mantisbt,Mantisbt,*,*,*,*
CVE-2020-35848,1,Application,Agentejo,Cockpit,*,*,*,*
CVE-2020-35847,1,Application,Agentejo,Cockpit,*,*,*,*
CVE-2020-35846,1,Application,Agentejo,Cockpit,*,*,*,*
CVE-2020-35773,1,Application,Freehtmldesigns,Site Offline,*,*,*,*
CVE-2020-35766,1,Application,Opendkim,Opendkim,*,*,*,*
CVE-2020-35743,1,Application,Hgiga,Msr45 Isherlock-antispam,*,*,*,*
CVE-2020-35743,2,Application,Hgiga,Msr45 Isherlock-user,*,*,*,*
CVE-2020-35743,3,Application,Hgiga,Ssr45 Isherlock-antispam,*,*,*,*
CVE-2020-35743,4,Application,Hgiga,Ssr45 Isherlock-user,*,*,*,*
CVE-2020-35742,1,Application,Hgiga,Msr45 Isherlock-antispam,*,*,*,*
CVE-2020-35742,2,Application,Hgiga,Msr45 Isherlock-user,*,*,*,*
CVE-2020-35742,3,Application,Hgiga,Ssr45 Isherlock-antispam,*,*,*,*
CVE-2020-35742,4,Application,Hgiga,Ssr45 Isherlock-user,*,*,*,*
CVE-2020-35741,1,Application,Hgiga,Msr45 Isherlock-antispam,*,*,*,*
CVE-2020-35741,2,Application,Hgiga,Msr45 Isherlock-user,*,*,*,*
CVE-2020-35741,3,Application,Hgiga,Ssr45 Isherlock-antispam,*,*,*,*
CVE-2020-35741,4,Application,Hgiga,Ssr45 Isherlock-user,*,*,*,*
CVE-2020-35740,1,Application,Hgiga,Msr45 Isherlock-antispam,*,*,*,*
CVE-2020-35740,2,Application,Hgiga,Msr45 Isherlock-user,*,*,*,*
CVE-2020-35740,3,Application,Hgiga,Ssr45 Isherlock-antispam,*,*,*,*
CVE-2020-35740,4,Application,Hgiga,Ssr45 Isherlock-user,*,*,*,*
CVE-2020-35738,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35738,2,OS,Fedoraproject,Fedora,32,*,*,*
CVE-2020-35738,3,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35738,4,Application,Wavpack,Wavpack,5.3.0,*,*,*
CVE-2020-35737,1,Application,Newgensoft,Egov,12.0,*,*,*
CVE-2020-35736,1,Application,Liftoffsoftware,Gateone,1.1,*,*,*
CVE-2020-35735,1,Application,Vidyo,Vidyo,-,*,*,*
CVE-2020-35730,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35730,2,OS,Fedoraproject,Fedora,32,*,*,*
CVE-2020-35730,3,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35730,4,Application,Roundcube,Webmail,*,*,*,*
CVE-2020-35729,1,Application,Klogserver,Klog Server,2.4.1,*,*,*
CVE-2020-35728,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35728,2,Application,Fasterxml,Jackson-databind,*,*,*,*
CVE-2020-35728,3,Application,Netapp,Service Level Manager,-,*,*,*
CVE-2020-35728,4,Application,Oracle,Agile Plm,9.3.6,*,*,*
CVE-2020-35728,5,Application,Oracle,Application Testing Suite,13.3.0.1,*,*,*
CVE-2020-35728,6,Application,Oracle,Autovue,21.0.2,*,*,*
CVE-2020-35728,7,Application,Oracle,Banking Corporate Lending Process Management,14.2,*,*,*
CVE-2020-35728,8,Application,Oracle,Banking Corporate Lending Process Management,14.3,*,*,*
CVE-2020-35728,9,Application,Oracle,Banking Corporate Lending Process Management,14.5,*,*,*
CVE-2020-35728,10,Application,Oracle,Banking Credit Facilities Process Management,14.2,*,*,*
CVE-2020-35728,11,Application,Oracle,Banking Credit Facilities Process Management,14.3,*,*,*
CVE-2020-35728,12,Application,Oracle,Banking Credit Facilities Process Management,14.5,*,*,*
CVE-2020-35728,13,Application,Oracle,Banking Extensibility Workbench,14.2,*,*,*
CVE-2020-35728,14,Application,Oracle,Banking Extensibility Workbench,14.3,*,*,*
CVE-2020-35728,15,Application,Oracle,Banking Extensibility Workbench,14.5,*,*,*
CVE-2020-35728,16,Application,Oracle,Banking Supply Chain Finance,14.2,*,*,*
CVE-2020-35728,17,Application,Oracle,Banking Supply Chain Finance,14.3,*,*,*
CVE-2020-35728,18,Application,Oracle,Banking Supply Chain Finance,14.5,*,*,*
CVE-2020-35728,19,Application,Oracle,Banking Treasury Management,14.4,*,*,*
CVE-2020-35728,20,Application,Oracle,Banking Virtual Account Management,14.2.0,*,*,*
CVE-2020-35728,21,Application,Oracle,Banking Virtual Account Management,14.3.0,*,*,*
CVE-2020-35728,22,Application,Oracle,Banking Virtual Account Management,14.5.0,*,*,*
CVE-2020-35728,23,Application,Oracle,Blockchain Platform,*,*,*,*
CVE-2020-35728,24,Application,Oracle,Commerce Platform,*,*,*,*
CVE-2020-35728,25,Application,Oracle,Commerce Platform,11.2.0,*,*,*
CVE-2020-35728,26,Application,Oracle,Communications Billing And Revenue Management,7.5.0.23.0,*,*,*
CVE-2020-35728,27,Application,Oracle,Communications Billing And Revenue Management,12.0.0.3.0,*,*,*
CVE-2020-35728,28,Application,Oracle,Communications Cloud Native Core Policy,1.14.0,*,*,*
CVE-2020-35728,29,Application,Oracle,Communications Cloud Native Core Unified Data Repository,1.4.0,*,*,*
CVE-2020-35728,30,Application,Oracle,Communications Convergent Charging Controller,12.0.4.0.0,*,*,*
CVE-2020-35728,31,Application,Oracle,Communications Diameter Signaling Route,*,*,*,*
CVE-2020-35728,32,Application,Oracle,Communications Element Manager,*,*,*,*
CVE-2020-35728,33,Application,Oracle,Communications Evolved Communications Application Server,7.1,*,*,*
CVE-2020-35728,34,Application,Oracle,Communications Network Charging And Control,12.0.4.0.0,*,*,*
CVE-2020-35728,35,Application,Oracle,Communications Policy Management,12.5.0,*,*,*
CVE-2020-35728,36,Application,Oracle,Communications Services Gatekeeper,7.0,*,*,*
CVE-2020-35728,37,Application,Oracle,Communications Session Report Manager,*,*,*,*
CVE-2020-35728,38,Application,Oracle,Communications Session Route Manager,*,*,*,*
CVE-2020-35728,39,Application,Oracle,Communications Unified Inventory Management,7.4.1,*,*,*
CVE-2020-35728,40,Application,Oracle,Data Integrator,12.2.1.4.0,*,*,*
CVE-2020-35728,41,Application,Oracle,Goldengate Application Adapters,19.1.0.0.0,*,*,*
CVE-2020-35728,42,Application,Oracle,Insurance Policy Administration,*,*,*,*
CVE-2020-35728,43,Application,Oracle,Insurance Policy Administration,11.0.2,*,*,*
CVE-2020-35728,44,Application,Oracle,Insurance Rules Palette,*,*,*,*
CVE-2020-35728,45,Application,Oracle,Insurance Rules Palette,11.0.2,*,*,*
CVE-2020-35728,46,Application,Oracle,Jd Edwards Enterpriseone Orchestrator,*,*,*,*
CVE-2020-35728,47,Application,Oracle,Jd Edwards Enterpriseone Tools,*,*,*,*
CVE-2020-35728,48,Application,Oracle,Primavera Gateway,*,*,*,*
CVE-2020-35728,49,Application,Oracle,Primavera Gateway,20.12.0,*,*,*
CVE-2020-35728,50,Application,Oracle,Primavera Unifier,*,*,*,*
CVE-2020-35728,51,Application,Oracle,Primavera Unifier,20.12,*,*,*
CVE-2020-35728,52,Application,Oracle,Retail Customer Management And Segmentation Foundation,*,*,*,*
CVE-2020-35728,53,Application,Oracle,Retail Merchandising System,15.0.3,*,*,*
CVE-2020-35728,54,Application,Oracle,Retail Service Backbone,14.1.3.2,*,*,*
CVE-2020-35728,55,Application,Oracle,Retail Service Backbone,15.0.3.1,*,*,*
CVE-2020-35728,56,Application,Oracle,Retail Service Backbone,16.0.3.0,*,*,*
CVE-2020-35728,57,Application,Oracle,Retail Xstore Point Of Service,16.0.6,*,*,*
CVE-2020-35728,58,Application,Oracle,Retail Xstore Point Of Service,17.0.4,*,*,*
CVE-2020-35728,59,Application,Oracle,Retail Xstore Point Of Service,18.0.3,*,*,*
CVE-2020-35728,60,Application,Oracle,Retail Xstore Point Of Service,19.0.2,*,*,*
CVE-2020-35728,61,Application,Oracle,Webcenter Portal,12.2.1.3.0,*,*,*
CVE-2020-35728,62,Application,Oracle,Webcenter Portal,12.2.1.4.0,*,*,*
CVE-2020-35711,1,Application,Arc-swap Project,Arc-swap,*,*,*,*
CVE-2020-35710,1,Application,Parallels,Remote Application Server,18.0,*,*,*
CVE-2020-35709,1,Application,Bloofox,Bloofoxcms,0.5.2.1,*,*,*
CVE-2020-35708,1,Application,Phplist,Phplist,3.5.9,*,*,*
CVE-2020-35702,1,Application,Freedesktop,Poppler,20.12.1,*,*,*
CVE-2020-35680,1,OS,Fedoraproject,Fedora,32,*,*,*
CVE-2020-35680,2,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35680,3,Application,Opensmtpd,Opensmtpd,*,*,*,*
CVE-2020-35680,4,Application,Opensmtpd,Opensmtpd,6.8.0,Patch1-rc1,*,*
CVE-2020-35680,5,Application,Opensmtpd,Opensmtpd,6.8.0,-,*,*
CVE-2020-35679,1,OS,Fedoraproject,Fedora,32,*,*,*
CVE-2020-35679,2,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35679,3,Application,Opensmtpd,Opensmtpd,*,*,*,*
CVE-2020-35679,4,Application,Opensmtpd,Opensmtpd,6.8.0,Patch1-rc1,*,*
CVE-2020-35679,5,Application,Opensmtpd,Opensmtpd,6.8.0,-,*,*
CVE-2020-35678,1,Application,Crossbar,Autobahn,*,*,*,*
CVE-2020-35676,1,Application,Bigprof,Online Invoicing System,*,*,*,*
CVE-2020-35669,1,Application,Dart,Http,*,*,*,*
CVE-2020-35668,1,Application,Redislabs,Redisgraph,*,*,*,*
CVE-2020-35666,1,Application,Steedos,Steedos,*,*,*,*
CVE-2020-35665,1,OS,Terra-master,Terramaster Operating System,*,*,*,*
CVE-2020-35659,1,Application,Pi-hole,Pi-hole,*,*,*,*
CVE-2020-35658,1,Application,Titanhq,Spamtitan,*,*,*,*
CVE-2020-35657,1,Application,Jaws Project,Jaws,*,*,*,*
CVE-2020-35656,1,Application,Jaws Project,Jaws,*,*,*,*
CVE-2020-35650,1,Application,Uncannyowl,Uncanny Groups For Learndash,*,*,*,*
CVE-2020-35627,1,Application,Woocommerce,Gift Cards,3.0.2,*,*,*
CVE-2020-35626,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35625,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35624,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35623,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35622,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35616,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35615,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35614,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35613,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35612,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35611,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35610,1,Application,Joomla,Joomla\!,*,*,*,*
CVE-2020-35608,1,Application,Microsoft,Azure Sphere,20.07,*,*,*
CVE-2020-35606,1,Application,Webmin,Webmin,*,*,*,*
CVE-2020-35605,1,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2020-35605,2,Application,Kitty Project,Kitty,*,*,*,*
CVE-2020-35604,1,Application,Kronos,Web Time And Attendance,5.0.4,*,*,*
CVE-2020-35598,1,Application,Advanced Comment System Project,Advanced Comment System,1.0,*,*,*
CVE-2020-35590,1,Application,Limitloginattempts,Limit Login Attempts Reloaded,*,*,*,*
CVE-2020-35579,1,Application,Subconverter Project,Subconverter,0.6.4,*,*,*
CVE-2020-35573,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35573,2,Application,Postsrsd Project,Postsrsd,*,*,*,*
CVE-2020-35555,1,OS,Google,Android,10.0,*,*,*
CVE-2020-35554,1,OS,Google,Android,8.0,*,*,*
CVE-2020-35554,2,OS,Google,Android,8.1,*,*,*
CVE-2020-35554,3,OS,Google,Android,9.0,*,*,*
CVE-2020-35554,4,OS,Google,Android,10.0,*,*,*
CVE-2020-35552,1,OS,Google,Android,8.0,*,*,*
CVE-2020-35552,2,OS,Google,Android,8.1,*,*,*
CVE-2020-35552,3,OS,Google,Android,9.0,*,*,*
CVE-2020-35552,4,OS,Google,Android,10.0,*,*,*
CVE-2020-35551,1,OS,Google,Android,8.0,*,*,*
CVE-2020-35551,2,OS,Google,Android,8.1,*,*,*
CVE-2020-35551,3,OS,Google,Android,9.0,*,*,*
CVE-2020-35551,4,OS,Google,Android,10.0,*,*,*
CVE-2020-35550,1,OS,Google,Android,8.0,*,*,*
CVE-2020-35550,2,OS,Google,Android,8.1,*,*,*
CVE-2020-35550,3,OS,Google,Android,9.0,*,*,*
CVE-2020-35550,4,OS,Google,Android,10.0,*,*,*
CVE-2020-35550,5,OS,Google,Android,11.0,*,*,*
CVE-2020-35545,1,Application,Spotweb Project,Spotweb,1.4.9,*,*,*
CVE-2020-35497,1,Application,Ovirt,Ovirt-engine,*,*,*,*
CVE-2020-35497,2,Application,Redhat,Virtualization,4.0,*,*,*
CVE-2020-35491,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35491,2,Application,Fasterxml,Jackson-databind,*,*,*,*
CVE-2020-35491,3,Application,Netapp,Service Level Manager,-,*,*,*
CVE-2020-35491,4,Application,Oracle,Agile Plm,9.3.6,*,*,*
CVE-2020-35491,5,Application,Oracle,Application Testing Suite,13.3.0.1,*,*,*
CVE-2020-35491,6,Application,Oracle,Autovue For Agile Product Lifecycle Management,21.0.2,*,*,*
CVE-2020-35491,7,Application,Oracle,Banking Platform,2.6.2,*,*,*
CVE-2020-35491,8,Application,Oracle,Banking Platform,2.7.0,*,*,*
CVE-2020-35491,9,Application,Oracle,Banking Platform,2.7.1,*,*,*
CVE-2020-35491,10,Application,Oracle,Banking Platform,2.8.0,*,*,*
CVE-2020-35491,11,Application,Oracle,Banking Platform,2.9.0,*,*,*
CVE-2020-35491,12,Application,Oracle,Banking Platform,2.10.0,*,*,*
CVE-2020-35491,13,Application,Oracle,Banking Treasury Management,14.4,*,*,*
CVE-2020-35491,14,Application,Oracle,Banking Virtual Account Management,14.2.0,*,*,*
CVE-2020-35491,15,Application,Oracle,Banking Virtual Account Management,14.3.0,*,*,*
CVE-2020-35491,16,Application,Oracle,Banking Virtual Account Management,14.5.0,*,*,*
CVE-2020-35491,17,Application,Oracle,Blockchain Platform,*,*,*,*
CVE-2020-35491,18,Application,Oracle,Communications Cloud Native Core Policy,1.14.0,*,*,*
CVE-2020-35491,19,Application,Oracle,Communications Cloud Native Core Unified Data Repository,1.4.0,*,*,*
CVE-2020-35491,20,Application,Oracle,Communications Diameter Signaling Route,*,*,*,*
CVE-2020-35491,21,Application,Oracle,Communications Diameter Signaling Route,-,*,*,*
CVE-2020-35491,22,Application,Oracle,Communications Evolved Communications Application Server,7.1,*,*,*
CVE-2020-35491,23,Application,Oracle,Communications Instant Messaging Server,10.0.1.5.0,*,*,*
CVE-2020-35491,24,Application,Oracle,Communications Offline Mediation Controller,12.0.0.3,*,*,*
CVE-2020-35491,25,Application,Oracle,Communications Pricing Design Center,12.0.0.4.0,*,*,*
CVE-2020-35491,26,Application,Oracle,Communications Services Gatekeeper,7.0,*,*,*
CVE-2020-35491,27,Application,Oracle,Communications Unified Inventory Management,7.4.1,*,*,*
CVE-2020-35491,28,Application,Oracle,Documaker,12.6.3,*,*,*
CVE-2020-35491,29,Application,Oracle,Documaker,12.6.4,*,*,*
CVE-2020-35491,30,Application,Oracle,Insurance Policy Administration J2ee,11.0.2,*,*,*
CVE-2020-35491,31,Application,Oracle,Retail Customer Management And Segmentation Foundation,*,*,*,*
CVE-2020-35491,32,Application,Oracle,Retail Merchandising System,15.0.3,*,*,*
CVE-2020-35491,33,Application,Oracle,Retail Xstore Point Of Service,16.0.6,*,*,*
CVE-2020-35491,34,Application,Oracle,Retail Xstore Point Of Service,17.0.4,*,*,*
CVE-2020-35491,35,Application,Oracle,Retail Xstore Point Of Service,18.0.3,*,*,*
CVE-2020-35491,36,Application,Oracle,Retail Xstore Point Of Service,19.0.2,*,*,*
CVE-2020-35491,37,Application,Oracle,Sd-wan Edge,9.0,*,*,*
CVE-2020-35491,38,Application,Oracle,Webcenter Portal,12.2.1.3.0,*,*,*
CVE-2020-35491,39,Application,Oracle,Webcenter Portal,12.2.1.4.0,*,*,*
CVE-2020-35490,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35490,2,Application,Fasterxml,Jackson-databind,*,*,*,*
CVE-2020-35490,3,Application,Netapp,Service Level Manager,-,*,*,*
CVE-2020-35490,4,Application,Oracle,Agile Plm,9.3.6,*,*,*
CVE-2020-35490,5,Application,Oracle,Application Testing Suite,13.3.0.1,*,*,*
CVE-2020-35490,6,Application,Oracle,Autovue For Agile Product Lifecycle Management,21.0.2,*,*,*
CVE-2020-35490,7,Application,Oracle,Banking Platform,2.6.2,*,*,*
CVE-2020-35490,8,Application,Oracle,Banking Platform,2.7.0,*,*,*
CVE-2020-35490,9,Application,Oracle,Banking Platform,2.7.1,*,*,*
CVE-2020-35490,10,Application,Oracle,Banking Platform,2.8.0,*,*,*
CVE-2020-35490,11,Application,Oracle,Banking Platform,2.9.0,*,*,*
CVE-2020-35490,12,Application,Oracle,Banking Platform,2.10.0,*,*,*
CVE-2020-35490,13,Application,Oracle,Banking Treasury Management,14.4,*,*,*
CVE-2020-35490,14,Application,Oracle,Banking Virtual Account Management,14.2.0,*,*,*
CVE-2020-35490,15,Application,Oracle,Banking Virtual Account Management,14.3.0,*,*,*
CVE-2020-35490,16,Application,Oracle,Banking Virtual Account Management,14.5.0,*,*,*
CVE-2020-35490,17,Application,Oracle,Blockchain Platform,*,*,*,*
CVE-2020-35490,18,Application,Oracle,Communications Cloud Native Core Policy,1.14.0,*,*,*
CVE-2020-35490,19,Application,Oracle,Communications Cloud Native Core Unified Data Repository,1.4.0,*,*,*
CVE-2020-35490,20,Application,Oracle,Communications Diameter Signaling Router,*,*,*,*
CVE-2020-35490,21,Application,Oracle,Communications Evolved Communications Application Server,7.1,*,*,*
CVE-2020-35490,22,Application,Oracle,Communications Instant Messaging Server,10.0.1.5.0,*,*,*
CVE-2020-35490,23,Application,Oracle,Communications Interactive Session Recorder,6.3,*,*,*
CVE-2020-35490,24,Application,Oracle,Communications Interactive Session Recorder,6.4,*,*,*
CVE-2020-35490,25,Application,Oracle,Communications Offline Mediation Controller,12.0.0.3,*,*,*
CVE-2020-35490,26,Application,Oracle,Communications Pricing Design Center,12.0.0.4.0,*,*,*
CVE-2020-35490,27,Application,Oracle,Communications Services Gatekeeper,7.0,*,*,*
CVE-2020-35490,28,Application,Oracle,Communications Unified Inventory Management,7.4.1,*,*,*
CVE-2020-35490,29,Application,Oracle,Documaker,12.6.3,*,*,*
CVE-2020-35490,30,Application,Oracle,Documaker,12.6.4,*,*,*
CVE-2020-35490,31,Application,Oracle,Insurance Policy Administration J2ee,11.2.0,*,*,*
CVE-2020-35490,32,Application,Oracle,Retail Merchandising System,15.0.3,*,*,*
CVE-2020-35490,33,Application,Oracle,Retail Xstore Point Of Service,16.0.6,*,*,*
CVE-2020-35490,34,Application,Oracle,Retail Xstore Point Of Service,17.0.4,*,*,*
CVE-2020-35490,35,Application,Oracle,Retail Xstore Point Of Service,18.0.3,*,*,*
CVE-2020-35490,36,Application,Oracle,Retail Xstore Point Of Service,19.0.2,*,*,*
CVE-2020-35490,37,Application,Oracle,Webcenter Portal,12.2.1.3.0,*,*,*
CVE-2020-35490,38,Application,Oracle,Webcenter Portal,12.2.1.4.0,*,*,*
CVE-2020-35489,1,Application,Rocklobster,Contact Form 7,*,*,*,*
CVE-2020-35480,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35480,2,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2020-35480,3,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35480,4,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35479,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35479,2,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2020-35479,3,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35478,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35477,1,OS,Debian,Debian Linux,9.0,*,*,*
CVE-2020-35477,2,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2020-35477,3,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35477,4,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35476,1,Application,Opentsdb,Opentsdb,*,*,*,*
CVE-2020-35475,1,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2020-35475,2,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35475,3,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35474,1,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35474,2,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2020-35471,1,Application,Envoyproxy,Envoy,*,*,*,*
CVE-2020-35470,1,Application,Envoyproxy,Envoy,*,*,*,*
CVE-2020-35469,1,Application,Softwareag,Terracotta Server Oss,5.4.1,*,*,*
CVE-2020-35468,1,Application,Appbase,Streams,2.1.2,*,*,*
CVE-2020-35467,1,Application,Docker,Docs,*,*,*,*
CVE-2020-35466,1,Application,Blackfire,Blackfire,*,*,*,*
CVE-2020-35465,1,Application,Fullarmor,Hapi File Share Mount,*,*,*,*
CVE-2020-35464,1,Application,Weave,Cloud Agent,1.3.0,*,*,*
CVE-2020-35463,1,Application,Instana,Dynamic Apm,1.0.0,*,*,*
CVE-2020-35462,1,Application,Coscale Agent Project,Coscale Agent,3.16.0,*,*,*
CVE-2020-35460,1,Application,Mpxj,Mpxj,*,*,*,*
CVE-2020-35460,2,Application,Oracle,Primavera Unifier,*,*,*,*
CVE-2020-35460,3,Application,Oracle,Primavera Unifier,16.1,*,*,*
CVE-2020-35460,4,Application,Oracle,Primavera Unifier,16.2,*,*,*
CVE-2020-35460,5,Application,Oracle,Primavera Unifier,18.8,*,*,*
CVE-2020-35460,6,Application,Oracle,Primavera Unifier,19.12,*,*,*
CVE-2020-35460,7,Application,Oracle,Primavera Unifier,21.12,*,*,*
CVE-2020-35457,1,Application,Gnome,Glib,*,*,*,*
CVE-2020-35453,1,Application,Hashicorp,Vault,*,*,*,*
CVE-2020-35453,2,Application,Hashicorp,Vault,*,*,*,*
CVE-2020-35450,1,Application,Gobby Project,Gobby,0.4.11,*,*,*
CVE-2020-35448,1,Application,GNU,Binutils,2.35.1,*,*,*
CVE-2020-35448,2,Application,Netapp,Ontap Select Deploy Administration Utility,-,*,*,*
CVE-2020-35437,1,Application,Intelliants,Subrion Cms,4.2.1,*,*,*
CVE-2020-35416,1,Application,Onlineonly,Phpjabbers Appointment Scheduler,2.3,*,*,*
CVE-2020-35396,1,Application,Egavilanmedia,Barcodes Generator,1.0,*,*,*
CVE-2020-35395,1,Application,Egavilanmedia,Expense Management System,1.0,*,*,*
CVE-2020-35388,1,Application,Rockoa,Xinhu,2.1.9,*,*,*
CVE-2020-35382,1,Application,Classroombookings,Classroombookings,*,*,*,*
CVE-2020-35381,1,Application,Jsonparser Project,Jsonparser,1.0.0,*,*,*
CVE-2020-35380,1,Application,Gjson Project,Gjson,*,*,*,*
CVE-2020-35378,1,Application,Online Bus Ticket Reservation Project,Online Bus Ticket Reservation,1.0,*,*,*
CVE-2020-35376,1,OS,Fedoraproject,Fedora,32,*,*,*
CVE-2020-35376,2,OS,Fedoraproject,Fedora,33,*,*,*
CVE-2020-35376,3,Application,Xpdfreader,Xpdf,4.02,*,*,*
CVE-2020-35370,1,Application,Raysync,Raysync,*,*,*,*
CVE-2020-35364,1,Application,Huorong,Internet Security,5.0.55.2,*,*,*
