CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2016-9949,https://www.cvedetails.com/cve/CVE-2016-9949/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2016-9942,https://www.cvedetails.com/cve/CVE-2016-9942/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2016-9942,https://www.cvedetails.com/cve/CVE-2016-9942/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2016-9942,https://www.cvedetails.com/cve/CVE-2016-9942/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9941,https://www.cvedetails.com/cve/CVE-2016-9941/,7.5,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2016-9941,https://www.cvedetails.com/cve/CVE-2016-9941/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2016-9941,https://www.cvedetails.com/cve/CVE-2016-9941/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9938,https://www.cvedetails.com/cve/CVE-2016-9938/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9937,https://www.cvedetails.com/cve/CVE-2016-9937/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9920,https://www.cvedetails.com/cve/CVE-2016-9920/,6.0,Partial,Partial,Partial,???,None,Execute Code
CVE-2016-9919,https://www.cvedetails.com/cve/CVE-2016-9919/,7.8,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9918,https://www.cvedetails.com/cve/CVE-2016-9918/,5.0,None,None,Partial,Not required,None,-
CVE-2016-9917,https://www.cvedetails.com/cve/CVE-2016-9917/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9916,https://www.cvedetails.com/cve/CVE-2016-9916/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9915,https://www.cvedetails.com/cve/CVE-2016-9915/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9914,https://www.cvedetails.com/cve/CVE-2016-9914/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9913,https://www.cvedetails.com/cve/CVE-2016-9913/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9912,https://www.cvedetails.com/cve/CVE-2016-9912/,4.9,None,None,Complete,Not required,None,-
CVE-2016-9911,https://www.cvedetails.com/cve/CVE-2016-9911/,4.9,None,None,Complete,Not required,None,-
CVE-2016-9907,https://www.cvedetails.com/cve/CVE-2016-9907/,4.9,None,None,Complete,Not required,None,-
CVE-2016-9889,https://www.cvedetails.com/cve/CVE-2016-9889/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2016-9888,https://www.cvedetails.com/cve/CVE-2016-9888/,4.3,None,None,Partial,Not required,None,-
CVE-2016-9878,https://www.cvedetails.com/cve/CVE-2016-9878/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2016-9877,https://www.cvedetails.com/cve/CVE-2016-9877/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2016-9866,https://www.cvedetails.com/cve/CVE-2016-9866/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2016-9865,https://www.cvedetails.com/cve/CVE-2016-9865/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2016-9864,https://www.cvedetails.com/cve/CVE-2016-9864/,6.0,Partial,Partial,Partial,???,None,Sql Injection
CVE-2016-9863,https://www.cvedetails.com/cve/CVE-2016-9863/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9862,https://www.cvedetails.com/cve/CVE-2016-9862/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9861,https://www.cvedetails.com/cve/CVE-2016-9861/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2016-9860,https://www.cvedetails.com/cve/CVE-2016-9860/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9859,https://www.cvedetails.com/cve/CVE-2016-9859/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9858,https://www.cvedetails.com/cve/CVE-2016-9858/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9857,https://www.cvedetails.com/cve/CVE-2016-9857/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2016-9856,https://www.cvedetails.com/cve/CVE-2016-9856/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2016-9855,https://www.cvedetails.com/cve/CVE-2016-9855/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9854,https://www.cvedetails.com/cve/CVE-2016-9854/,5.0,Partial,None,None,Not required,None,Execute Code
CVE-2016-9854,https://www.cvedetails.com/cve/CVE-2016-9854/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9853,https://www.cvedetails.com/cve/CVE-2016-9853/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9852,https://www.cvedetails.com/cve/CVE-2016-9852/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9851,https://www.cvedetails.com/cve/CVE-2016-9851/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2016-9850,https://www.cvedetails.com/cve/CVE-2016-9850/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9849,https://www.cvedetails.com/cve/CVE-2016-9849/,7.5,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2016-9848,https://www.cvedetails.com/cve/CVE-2016-9848/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9847,https://www.cvedetails.com/cve/CVE-2016-9847/,5.0,Partial,None,None,Not required,None,-
CVE-2016-9846,https://www.cvedetails.com/cve/CVE-2016-9846/,4.9,None,None,Complete,Not required,None,Overflow
CVE-2016-9839,https://www.cvedetails.com/cve/CVE-2016-9839/,5.0,None,None,Partial,Not required,None,Obtain Information
CVE-2016-9838,https://www.cvedetails.com/cve/CVE-2016-9838/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9837,https://www.cvedetails.com/cve/CVE-2016-9837/,5.0,Partial,None,None,Not required,None,-
CVE-2016-9836,https://www.cvedetails.com/cve/CVE-2016-9836/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2016-9835,https://www.cvedetails.com/cve/CVE-2016-9835/,7.5,Partial,Partial,Partial,Not required,None,Directory traversal
CVE-2016-9832,https://www.cvedetails.com/cve/CVE-2016-9832/,6.5,Partial,Partial,Partial,???,None,Execute Code
CVE-2016-9806,https://www.cvedetails.com/cve/CVE-2016-9806/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9804,https://www.cvedetails.com/cve/CVE-2016-9804/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9803,https://www.cvedetails.com/cve/CVE-2016-9803/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9802,https://www.cvedetails.com/cve/CVE-2016-9802/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9801,https://www.cvedetails.com/cve/CVE-2016-9801/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9800,https://www.cvedetails.com/cve/CVE-2016-9800/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9799,https://www.cvedetails.com/cve/CVE-2016-9799/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9798,https://www.cvedetails.com/cve/CVE-2016-9798/,5.0,None,None,Partial,Not required,None,-
CVE-2016-9797,https://www.cvedetails.com/cve/CVE-2016-9797/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9796,https://www.cvedetails.com/cve/CVE-2016-9796/,10.0,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2016-9796,https://www.cvedetails.com/cve/CVE-2016-9796/,10.0,Complete,Complete,Complete,Not required,None,Bypass a restriction or similar
CVE-2016-9794,https://www.cvedetails.com/cve/CVE-2016-9794/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9793,https://www.cvedetails.com/cve/CVE-2016-9793/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9793,https://www.cvedetails.com/cve/CVE-2016-9793/,7.2,Complete,Complete,Complete,Not required,None,Overflow
CVE-2016-9793,https://www.cvedetails.com/cve/CVE-2016-9793/,7.2,Complete,Complete,Complete,Not required,None,Memory corruption
CVE-2016-9777,https://www.cvedetails.com/cve/CVE-2016-9777/,6.9,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9777,https://www.cvedetails.com/cve/CVE-2016-9777/,6.9,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2016-9755,https://www.cvedetails.com/cve/CVE-2016-9755/,4.6,Partial,Partial,Partial,Not required,None,Denial Of Service
CVE-2016-9755,https://www.cvedetails.com/cve/CVE-2016-9755/,4.6,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9752,https://www.cvedetails.com/cve/CVE-2016-9752/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2016-9751,https://www.cvedetails.com/cve/CVE-2016-9751/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2016-9685,https://www.cvedetails.com/cve/CVE-2016-9685/,4.9,None,None,Complete,Not required,None,Denial Of Service
CVE-2016-9675,https://www.cvedetails.com/cve/CVE-2016-9675/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2016-9675,https://www.cvedetails.com/cve/CVE-2016-9675/,6.8,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9644,https://www.cvedetails.com/cve/CVE-2016-9644/,9.3,Complete,Complete,Complete,Not required,None,-
CVE-2016-9638,https://www.cvedetails.com/cve/CVE-2016-9638/,7.2,Complete,Complete,Complete,Not required,None,-
CVE-2016-9633,https://www.cvedetails.com/cve/CVE-2016-9633/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9632,https://www.cvedetails.com/cve/CVE-2016-9632/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9632,https://www.cvedetails.com/cve/CVE-2016-9632/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9631,https://www.cvedetails.com/cve/CVE-2016-9631/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9630,https://www.cvedetails.com/cve/CVE-2016-9630/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9630,https://www.cvedetails.com/cve/CVE-2016-9630/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9629,https://www.cvedetails.com/cve/CVE-2016-9629/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9628,https://www.cvedetails.com/cve/CVE-2016-9628/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9627,https://www.cvedetails.com/cve/CVE-2016-9627/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9627,https://www.cvedetails.com/cve/CVE-2016-9627/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9626,https://www.cvedetails.com/cve/CVE-2016-9626/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9626,https://www.cvedetails.com/cve/CVE-2016-9626/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9625,https://www.cvedetails.com/cve/CVE-2016-9625/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9625,https://www.cvedetails.com/cve/CVE-2016-9625/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9624,https://www.cvedetails.com/cve/CVE-2016-9624/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9623,https://www.cvedetails.com/cve/CVE-2016-9623/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9622,https://www.cvedetails.com/cve/CVE-2016-9622/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9576,https://www.cvedetails.com/cve/CVE-2016-9576/,7.2,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9567,https://www.cvedetails.com/cve/CVE-2016-9567/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2016-9566,https://www.cvedetails.com/cve/CVE-2016-9566/,7.2,Complete,Complete,Complete,Not required,None,Gain privileges
CVE-2016-9565,https://www.cvedetails.com/cve/CVE-2016-9565/,7.5,Partial,Partial,Partial,Not required,None,-
CVE-2016-9564,https://www.cvedetails.com/cve/CVE-2016-9564/,5.0,None,None,Partial,Not required,None,Overflow
CVE-2016-9563,https://www.cvedetails.com/cve/CVE-2016-9563/,4.0,Partial,None,None,???,None,-
CVE-2016-9562,https://www.cvedetails.com/cve/CVE-2016-9562/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9561,https://www.cvedetails.com/cve/CVE-2016-9561/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9555,https://www.cvedetails.com/cve/CVE-2016-9555/,10.0,Complete,Complete,Complete,Not required,None,Denial Of Service
CVE-2016-9540,https://www.cvedetails.com/cve/CVE-2016-9540/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9539,https://www.cvedetails.com/cve/CVE-2016-9539/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9538,https://www.cvedetails.com/cve/CVE-2016-9538/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9537,https://www.cvedetails.com/cve/CVE-2016-9537/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9536,https://www.cvedetails.com/cve/CVE-2016-9536/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9535,https://www.cvedetails.com/cve/CVE-2016-9535/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9534,https://www.cvedetails.com/cve/CVE-2016-9534/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9533,https://www.cvedetails.com/cve/CVE-2016-9533/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2016-9481,https://www.cvedetails.com/cve/CVE-2016-9481/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2016-9480,https://www.cvedetails.com/cve/CVE-2016-9480/,6.4,Partial,None,Partial,Not required,None,Denial Of Service
CVE-2016-9480,https://www.cvedetails.com/cve/CVE-2016-9480/,6.4,Partial,None,Partial,Not required,None,Overflow
CVE-2016-9480,https://www.cvedetails.com/cve/CVE-2016-9480/,6.4,Partial,None,Partial,Not required,None,Obtain Information
CVE-2016-9479,https://www.cvedetails.com/cve/CVE-2016-9479/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9452,https://www.cvedetails.com/cve/CVE-2016-9452/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9451,https://www.cvedetails.com/cve/CVE-2016-9451/,4.9,Partial,Partial,None,???,None,-
CVE-2016-9450,https://www.cvedetails.com/cve/CVE-2016-9450/,5.0,None,Partial,None,Not required,None,-
CVE-2016-9449,https://www.cvedetails.com/cve/CVE-2016-9449/,4.0,Partial,None,None,???,None,Obtain Information
CVE-2016-9443,https://www.cvedetails.com/cve/CVE-2016-9443/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9442,https://www.cvedetails.com/cve/CVE-2016-9442/,4.3,None,None,Partial,Not required,None,Overflow
CVE-2016-9442,https://www.cvedetails.com/cve/CVE-2016-9442/,4.3,None,None,Partial,Not required,None,Memory corruption
CVE-2016-9441,https://www.cvedetails.com/cve/CVE-2016-9441/,4.3,None,None,Partial,Not required,None,Denial Of Service
CVE-2016-9440,https://www.cvedetails.com/cve/CVE-2016-9440/,4.3,None,None,Partial,Not required,None,Denial Of Service
