CVE ID,#,Product Type,Vendor,Product,Version,Update,Edition,Language
CVE-2022-35403,27,Application,Zohocorp,Manageengine Servicedesk Plus,*,*,*,*
CVE-2022-35403,28,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13005,*,*
CVE-2022-35403,29,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13000,*,*
CVE-2022-35403,30,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13006,*,*
CVE-2022-35403,31,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13001,*,*
CVE-2022-35403,32,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13007,*,*
CVE-2022-35403,33,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13002,*,*
CVE-2022-35403,34,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13003,*,*
CVE-2022-35403,35,Application,Zohocorp,Manageengine Servicedesk Plus,13.0,13004,*,*
CVE-2022-35403,36,Application,Zohocorp,Manageengine Servicedesk Plus Msp,*,*,*,*
CVE-2022-35403,37,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10602,*,*
CVE-2022-35403,38,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10603,*,*
CVE-2022-35403,39,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10604,*,*
CVE-2022-35403,40,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10600,*,*
CVE-2022-35403,41,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10605,*,*
CVE-2022-35403,42,Application,Zohocorp,Manageengine Servicedesk Plus Msp,10.6,10601,*,*
CVE-2022-35403,43,Application,Zohocorp,Manageengine Supportcenter Plus,*,*,*,*
CVE-2022-35403,44,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11005,*,*
CVE-2022-35403,45,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11014,*,*
CVE-2022-35403,46,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11000,*,*
CVE-2022-35403,47,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11008,*,*
CVE-2022-35403,48,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11015,*,*
CVE-2022-35403,49,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11013,*,*
CVE-2022-35403,50,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11001,*,*
CVE-2022-35403,51,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11007,*,*
CVE-2022-35403,52,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11019,*,*
CVE-2022-35403,53,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11016,*,*
CVE-2022-35403,54,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11012,*,*
CVE-2022-35403,55,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11002,*,*
CVE-2022-35403,56,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11006,*,*
CVE-2022-35403,57,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11020,*,*
CVE-2022-35403,58,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11017,*,*
CVE-2022-35403,59,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11011,*,*
CVE-2022-35403,60,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11003,*,*
CVE-2022-35403,61,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11021,*,*
CVE-2022-35403,62,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11018,*,*
CVE-2022-35403,63,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11010,*,*
CVE-2022-35403,64,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11004,*,*
CVE-2022-35403,65,Application,Zohocorp,Manageengine Supportcenter Plus,11.0,11009,*,*
CVE-2022-35228,1,Application,SAP,Businessobjects Business Intelligence Platform,420,*,*,*
CVE-2022-35228,2,Application,SAP,Businessobjects Business Intelligence Platform,430,*,*,*
CVE-2022-35227,1,Application,SAP,Netweaver Enterprise Portal,7.30,*,*,*
CVE-2022-35227,2,Application,SAP,Netweaver Enterprise Portal,7.31,*,*,*
CVE-2022-35227,3,Application,SAP,Netweaver Enterprise Portal,7.40,*,*,*
CVE-2022-35227,4,Application,SAP,Netweaver Enterprise Portal,7.50,*,*,*
CVE-2022-35225,1,Application,SAP,Netweaver Enterprise Portal,7.10,*,*,*
CVE-2022-35225,2,Application,SAP,Netweaver Enterprise Portal,7.11,*,*,*
CVE-2022-35225,3,Application,SAP,Netweaver Enterprise Portal,7.20,*,*,*
CVE-2022-35225,4,Application,SAP,Netweaver Enterprise Portal,7.30,*,*,*
CVE-2022-35225,5,Application,SAP,Netweaver Enterprise Portal,7.31,*,*,*
CVE-2022-35225,6,Application,SAP,Netweaver Enterprise Portal,7.40,*,*,*
CVE-2022-35225,7,Application,SAP,Netweaver Enterprise Portal,7.50,*,*,*
CVE-2022-35224,1,Application,SAP,Enterprise Portal,7.10,*,*,*
CVE-2022-35224,2,Application,SAP,Enterprise Portal,7.11,*,*,*
CVE-2022-35224,3,Application,SAP,Enterprise Portal,7.20,*,*,*
CVE-2022-35224,4,Application,SAP,Enterprise Portal,7.30,*,*,*
CVE-2022-35224,5,Application,SAP,Enterprise Portal,7.31,*,*,*
CVE-2022-35224,6,Application,SAP,Enterprise Portal,7.40,*,*,*
CVE-2022-35224,7,Application,SAP,Enterprise Portal,7.50,*,*,*
CVE-2022-35172,1,Application,SAP,Netweaver Enterprise Portal,7.10,*,*,*
CVE-2022-35172,2,Application,SAP,Netweaver Enterprise Portal,7.11,*,*,*
CVE-2022-35172,3,Application,SAP,Netweaver Enterprise Portal,7.20,*,*,*
CVE-2022-35172,4,Application,SAP,Netweaver Enterprise Portal,7.30,*,*,*
CVE-2022-35172,5,Application,SAP,Netweaver Enterprise Portal,7.31,*,*,*
CVE-2022-35172,6,Application,SAP,Netweaver Enterprise Portal,7.40,*,*,*
CVE-2022-35172,7,Application,SAP,Netweaver Enterprise Portal,7.50,*,*,*
CVE-2022-35171,1,Application,SAP,3d Visual Enterprise Viewer,9,*,*,*
CVE-2022-35170,1,Application,SAP,Netweaver Enterprise Portal,7.10,*,*,*
CVE-2022-35170,2,Application,SAP,Netweaver Enterprise Portal,7.11,*,*,*
CVE-2022-35170,3,Application,SAP,Netweaver Enterprise Portal,7.20,*,*,*
CVE-2022-35170,4,Application,SAP,Netweaver Enterprise Portal,7.30,*,*,*
CVE-2022-35170,5,Application,SAP,Netweaver Enterprise Portal,7.31,*,*,*
CVE-2022-35170,6,Application,SAP,Netweaver Enterprise Portal,7.40,*,*,*
CVE-2022-35170,7,Application,SAP,Netweaver Enterprise Portal,7.50,*,*,*
CVE-2022-35169,1,Application,SAP,Businessobjects Business Intelligence Platform,420,*,*,*
CVE-2022-35169,2,Application,SAP,Businessobjects Business Intelligence Platform,430,*,*,*
CVE-2022-35168,1,Application,SAP,Business One,10.0,*,*,*
CVE-2022-34972,1,Application,So Filter Shop By Project,So Filter Shop By,3.0,*,*,*
CVE-2022-34918,1,OS,Linux,Linux Kernel,*,*,*,*
CVE-2022-34914,1,Application,Webswing,Webswing,*,*,*,*
CVE-2022-34913,1,Application,Md2roff Project,Md2roff,1.7,*,*,*
CVE-2022-34912,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2022-34912,2,Application,Mediawiki,Mediawiki,1.38.0,RC0,*,*
CVE-2022-34912,3,Application,Mediawiki,Mediawiki,1.38.0,RC1,*,*
CVE-2022-34912,4,Application,Mediawiki,Mediawiki,1.38.0,-,*,*
CVE-2022-34911,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2022-34911,2,Application,Mediawiki,Mediawiki,1.38.0,RC0,*,*
CVE-2022-34911,3,Application,Mediawiki,Mediawiki,1.38.0,RC1,*,*
CVE-2022-34911,4,Application,Mediawiki,Mediawiki,1.38.0,-,*,*
CVE-2022-34903,1,OS,Debian,Debian Linux,10.0,*,*,*
CVE-2022-34903,2,OS,Debian,Debian Linux,11.0,*,*,*
CVE-2022-34903,3,OS,Fedoraproject,Fedora,35,*,*,*
CVE-2022-34903,4,OS,Fedoraproject,Fedora,36,*,*,*
CVE-2022-34903,5,Application,Gnupg,Gnupg,*,*,*,*
CVE-2022-34903,6,Application,Netapp,Active Iq Unified Manager,-,*,*,*
CVE-2022-34903,7,Application,Netapp,Ontap Select Deploy Administration Utility,-,*,*,*
CVE-2022-34894,1,Application,Jetbrains,HUB,*,*,*,*
CVE-2022-34879,1,Application,Vicidial,Vicidial,2.14b0.5,3555,*,*
CVE-2022-34878,1,Application,Vicidial,Vicidial,2.14b0.5,3555,*,*
CVE-2022-34877,1,Application,Vicidial,Vicidial,2.14b0.5,3555,*,*
CVE-2022-34876,1,Application,Vicidial,Vicidial,2.14b0.5,3555,*,*
CVE-2022-34835,1,Application,Denx,U-boot,*,*,*,*
CVE-2022-34835,2,Application,Denx,U-boot,2022.07,RC5,*,*
CVE-2022-34835,3,Application,Denx,U-boot,2022.07,RC2,*,*
CVE-2022-34835,4,Application,Denx,U-boot,2022.07,RC1,*,*
CVE-2022-34835,5,Application,Denx,U-boot,2022.07,RC3,*,*
CVE-2022-34835,6,Application,Denx,U-boot,2022.07,RC4,*,*
CVE-2022-34829,1,Application,Zohocorp,Manageengine Adselfservice Plus,*,*,*,*
CVE-2022-34829,2,Application,Zohocorp,Manageengine Adselfservice Plus,6.2,6200,*,*
CVE-2022-34829,3,Application,Zohocorp,Manageengine Adselfservice Plus,6.2,6201,*,*
CVE-2022-34829,4,Application,Zohocorp,Manageengine Adselfservice Plus,6.2,6202,*,*
CVE-2022-34818,1,Application,Jenkins,Failed Job Deactivator,*,*,*,*
CVE-2022-34817,1,Application,Jenkins,Failed Job Deactivator,*,*,*,*
CVE-2022-34816,1,Application,Jenkins,Hpe Network Virtualization,1.0,*,*,*
CVE-2022-34815,1,Application,Jenkins,Request Rename Or Delete,*,*,*,*
CVE-2022-34814,1,Application,Jenkins,Request Rename Or Delete,*,*,*,*
CVE-2022-34813,1,Application,Jenkins,Xpath Configuration Viewer,*,*,*,*
CVE-2022-34812,1,Application,Jenkins,Xpath Configuration Viewer,*,*,*,*
CVE-2022-34811,1,Application,Jenkins,Xpath Configuration Viewer,*,*,*,*
CVE-2022-34810,1,Application,Jenkins,RQM,*,*,*,*
CVE-2022-34809,1,Application,Jenkins,RQM,*,*,*,*
CVE-2022-34808,1,Application,Jenkins,Cisco Spark,*,*,*,*
CVE-2022-34807,1,Application,Jenkins,Elasticsearch Query,*,*,*,*
CVE-2022-34806,1,Application,Jenkins,Jigomerge,*,*,*,*
CVE-2022-34805,1,Application,Jenkins,Skype Notifier,*,*,*,*
CVE-2022-34804,1,Application,Jenkins,Opsgenie,*,*,*,*
CVE-2022-34803,1,Application,Jenkins,Opsgenie,*,*,*,*
CVE-2022-34802,1,Application,Jenkins,Rocketchat Notifier,*,*,*,*
CVE-2022-34801,1,Application,Jenkins,Build Notifications,*,*,*,*
CVE-2022-34800,1,Application,Jenkins,Build Notifications,*,*,*,*
CVE-2022-34799,1,Application,Jenkins,Deployment Dashboard,*,*,*,*
CVE-2022-34797,1,Application,Jenkins,Deployment Dashboard,*,*,*,*
CVE-2022-34796,1,Application,Jenkins,Deployment Dashboard,*,*,*,*
CVE-2022-34794,1,Application,Jenkins,Recipe,*,*,*,*
CVE-2022-34793,1,Application,Jenkins,Recipe,*,*,*,*
CVE-2022-34792,1,Application,Jenkins,Recipe,*,*,*,*
CVE-2022-34789,1,Application,Jenkins,Matrix Reloaded,*,*,*,*
CVE-2022-34785,1,Application,Jenkins,Build-metrics,*,*,*,*
CVE-2022-34782,1,Application,Jenkins,Requests,*,*,*,*
CVE-2022-34781,1,Application,Jenkins,Xebialabs Xl Release,*,*,*,*
CVE-2022-34780,1,Application,Jenkins,Xebialabs Xl Release,*,*,*,*
CVE-2022-34779,1,Application,Jenkins,Xebialabs Xl Release,*,*,*,*
CVE-2022-34750,1,Application,Mediawiki,Mediawiki,*,*,*,*
CVE-2022-34748,1,Application,Siemens,Simcenter Femap,*,*,*,*
CVE-2022-34743,1,OS,Huawei,Emui,10.1.0,*,*,*
CVE-2022-34743,2,OS,Huawei,Emui,10.1.1,*,*,*
CVE-2022-34743,3,OS,Huawei,Emui,11.0.0,*,*,*
CVE-2022-34743,4,OS,Huawei,Emui,11.0.1,*,*,*
CVE-2022-34743,5,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34743,6,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34743,7,OS,Huawei,Magic Ui,3.1.0,*,*,*
CVE-2022-34743,8,OS,Huawei,Magic Ui,3.1.1,*,*,*
CVE-2022-34743,9,OS,Huawei,Magic Ui,4.0.0,*,*,*
CVE-2022-34742,1,OS,Huawei,Emui,10.1.0,*,*,*
CVE-2022-34742,2,OS,Huawei,Emui,10.1.1,*,*,*
CVE-2022-34742,3,OS,Huawei,Emui,11.0.0,*,*,*
CVE-2022-34742,4,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34742,5,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34742,6,OS,Huawei,Magic Ui,3.1.0,*,*,*
CVE-2022-34742,7,OS,Huawei,Magic Ui,3.1.1,*,*,*
CVE-2022-34742,8,OS,Huawei,Magic Ui,4.0.0,*,*,*
CVE-2022-34739,1,OS,Huawei,Emui,10.0.0,*,*,*
CVE-2022-34739,2,OS,Huawei,Emui,10.1.0,*,*,*
CVE-2022-34739,3,OS,Huawei,Emui,10.1.1,*,*,*
CVE-2022-34739,4,OS,Huawei,Emui,11.0.0,*,*,*
CVE-2022-34739,5,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34739,6,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34739,7,OS,Huawei,Magic Ui,3.0.0,*,*,*
CVE-2022-34739,8,OS,Huawei,Magic Ui,3.1.0,*,*,*
CVE-2022-34739,9,OS,Huawei,Magic Ui,3.1.1,*,*,*
CVE-2022-34739,10,OS,Huawei,Magic Ui,4.0.0,*,*,*
CVE-2022-34738,1,OS,Huawei,Emui,10.0.0,*,*,*
CVE-2022-34738,2,OS,Huawei,Emui,10.1.0,*,*,*
CVE-2022-34738,3,OS,Huawei,Emui,10.1.1,*,*,*
CVE-2022-34738,4,OS,Huawei,Emui,11.0.0,*,*,*
CVE-2022-34738,5,OS,Huawei,Emui,11.0.1,*,*,*
CVE-2022-34738,6,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34738,7,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34738,8,OS,Huawei,Magic Ui,3.0.0,*,*,*
CVE-2022-34738,9,OS,Huawei,Magic Ui,3.1.0,*,*,*
CVE-2022-34738,10,OS,Huawei,Magic Ui,3.1.1,*,*,*
CVE-2022-34738,11,OS,Huawei,Magic Ui,4.0.0,*,*,*
CVE-2022-34737,1,OS,Huawei,Emui,10.1.0,*,*,*
CVE-2022-34737,2,OS,Huawei,Emui,10.1.1,*,*,*
CVE-2022-34737,3,OS,Huawei,Emui,11.0.0,*,*,*
CVE-2022-34737,4,OS,Huawei,Emui,11.0.1,*,*,*
CVE-2022-34737,5,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34737,6,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34737,7,OS,Huawei,Magic Ui,3.1.0,*,*,*
CVE-2022-34737,8,OS,Huawei,Magic Ui,3.1.1,*,*,*
CVE-2022-34737,9,OS,Huawei,Magic Ui,4.0.0,*,*,*
CVE-2022-34736,1,OS,Huawei,Emui,11.0.1,*,*,*
CVE-2022-34736,2,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34736,3,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34735,1,OS,Huawei,Emui,11.0.1,*,*,*
CVE-2022-34735,2,OS,Huawei,Emui,12.0.0,*,*,*
CVE-2022-34735,3,OS,Huawei,Harmonyos,2.0,*,*,*
CVE-2022-34495,1,OS,Linux,Linux Kernel,*,*,*,*
CVE-2022-34494,1,OS,Linux,Linux Kernel,*,*,*,*
CVE-2022-34467,1,Application,Mendix,Excel Importer,*,*,*,*
CVE-2022-34465,1,Application,Siemens,Parasolid,*,*,*,*
CVE-2022-34465,2,Application,Siemens,Simcenter Femap,*,*,*,*
CVE-2022-34328,1,Application,Pmb Project,PMB,7.3.10,*,*,*
CVE-2022-34305,1,Application,Apache,Tomcat,*,*,*,*
CVE-2022-34305,2,Application,Apache,Tomcat,10.1.0,Milestone13,*,*
CVE-2022-34305,3,Application,Apache,Tomcat,10.1.0,Milestone3,*,*
CVE-2022-34305,4,Application,Apache,Tomcat,10.1.0,Milestone10,*,*
CVE-2022-34305,5,Application,Apache,Tomcat,10.1.0,Milestone8,*,*
CVE-2022-34305,6,Application,Apache,Tomcat,10.1.0,Milestone4,*,*
CVE-2022-34305,7,Application,Apache,Tomcat,10.1.0,Milestone9,*,*
CVE-2022-34305,8,Application,Apache,Tomcat,10.1.0,Milestone5,*,*
CVE-2022-34305,9,Application,Apache,Tomcat,10.1.0,Milestone15,*,*
CVE-2022-34305,10,Application,Apache,Tomcat,10.1.0,Milestone6,*,*
CVE-2022-34305,11,Application,Apache,Tomcat,10.1.0,Milestone1,*,*
CVE-2022-34305,12,Application,Apache,Tomcat,10.1.0,Milestone16,*,*
CVE-2022-34305,13,Application,Apache,Tomcat,10.1.0,Milestone12,*,*
CVE-2022-34305,14,Application,Apache,Tomcat,10.1.0,Milestone2,*,*
CVE-2022-34305,15,Application,Apache,Tomcat,10.1.0,Milestone14,*,*
CVE-2022-34305,16,Application,Apache,Tomcat,10.1.0,Milestone11,*,*
CVE-2022-34305,17,Application,Apache,Tomcat,10.1.0,Milestone7,*,*
CVE-2022-34300,1,Application,Tinyexr Project,Tinyexr,1.0.1,*,*,*
CVE-2022-34299,1,Application,Libdwarf Project,Libdwarf,0.4.0,*,*,*
CVE-2022-34298,1,Application,Openidentityplatform,Openam,*,*,*,*
CVE-2022-34296,1,Application,Zalando,Skipper,*,*,*,*
CVE-2022-34295,1,Application,Totd Project,Totd,*,*,*,*
CVE-2022-34291,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34291,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34290,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34290,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34289,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34289,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34288,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34288,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34287,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34287,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34286,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34286,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34285,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34285,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34284,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34284,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34283,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34283,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34282,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34282,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34281,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34281,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34280,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34280,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34279,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34279,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34278,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34278,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34277,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34277,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34276,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34276,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34275,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34275,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34274,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34274,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34273,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34273,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34272,1,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34272,2,Application,Siemens,Pads Viewer,*,*,*,*
CVE-2022-34265,1,Application,Djangoproject,Django,*,*,*,*
CVE-2022-34213,1,Application,Jenkins,Squash Tm Publisher,*,*,*,*
CVE-2022-34211,1,Application,Jenkins,Vrealize Orchestrator,*,*,*,*
CVE-2022-34210,1,Application,Jenkins,Threadfix,*,*,*,*
CVE-2022-34209,1,Application,Jenkins,Threadfix,*,*,*,*
CVE-2022-34208,1,Application,Jenkins,Beaker Builder,*,*,*,*
CVE-2022-34207,1,Application,Jenkins,Beaker Builder,*,*,*,*
CVE-2022-34206,1,Application,Jenkins,Jianliao Notification,*,*,*,*
CVE-2022-34205,1,Application,Jenkins,Jianliao Notification,*,*,*,*
CVE-2022-34204,1,Application,Jenkins,Easyqa,*,*,*,*
CVE-2022-34203,1,Application,Jenkins,Easyqa,*,*,*,*
CVE-2022-34202,1,Application,Jenkins,Easyqa,*,*,*,*
CVE-2022-34201,1,Application,Jenkins,Convertigo Mobile Platform,*,*,*,*
CVE-2022-34200,1,Application,Jenkins,Convertigo Mobile Platform,*,*,*,*
CVE-2022-34199,1,Application,Jenkins,Convertigo Mobile Platform,*,*,*,*
CVE-2022-34182,1,Application,Jenkins,Nested View,*,*,*,*
CVE-2022-34181,1,Application,Jenkins,Xunit,*,*,*,*
CVE-2022-34180,1,Application,Jenkins,Embeddable Build Status,*,*,*,*
CVE-2022-34179,1,Application,Jenkins,Embeddable Build Status,*,*,*,*
CVE-2022-34178,1,Application,Jenkins,Embeddable Build Status,2.0.3,*,*,*
CVE-2022-34177,1,Application,Jenkins,Pipeline\, Input Step,*,*,*
CVE-2022-34175,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34174,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34174,2,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34173,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34172,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34171,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34171,2,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34170,1,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34170,2,Application,Jenkins,Jenkins,*,*,*,*
CVE-2022-34151,1,Application,Omron,Sysmac Studio,*,*,*,*
CVE-2022-34134,1,Application,Jorani Project,Jorani,1.0.0,*,*,*
CVE-2022-34133,1,Application,Jorani Project,Jorani,1.0.0,*,*,*
CVE-2022-34132,1,Application,Jorani Project,Jorani,1.0.0,*,*,*
CVE-2022-34094,1,Application,I3geo Project,I3geo,7.0.5,*,*,*
CVE-2022-34093,1,Application,I3geo Project,I3geo,7.0.5,*,*,*
CVE-2022-34092,1,Application,I3geo Project,I3geo,7.0.5,*,*,*
CVE-2022-34066,1,Application,Texercise Project,Texercise,*,*,*,*
CVE-2022-34065,1,Application,Rondolu-yt-concate Project,Rondolu-yt-concate,0.1.0,*,*,*
CVE-2022-34064,1,Application,Zibal Project,Zibal,1.0.0,*,*,*
CVE-2022-34061,1,Application,Catly Translate Project,Catly Translate,*,*,*,*
CVE-2022-34060,1,Application,Togglee,Togglee,0.0.8,*,*,*
CVE-2022-34059,1,Application,Sixfab-tool Project,Sixfab-tool,0.0.2,*,*,*
CVE-2022-34059,2,Application,Sixfab-tool Project,Sixfab-tool,0.0.3,*,*,*
