CVE ID,Link to CVE,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Authentication,Gained Access,Vulnerability Type(s)
CVE-2022-34879,https://www.cvedetails.com/cve/CVE-2022-34879/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34878,https://www.cvedetails.com/cve/CVE-2022-34878/,9.0,Complete,Complete,Complete,,None,Sql Injection
CVE-2022-34877,https://www.cvedetails.com/cve/CVE-2022-34877/,9.0,Complete,Complete,Complete,,None,Sql Injection
CVE-2022-34876,https://www.cvedetails.com/cve/CVE-2022-34876/,8.5,Complete,Complete,Complete,,None,Sql Injection
CVE-2022-34835,https://www.cvedetails.com/cve/CVE-2022-34835/,7.5,Partial,Partial,Partial,Not required,None,Overflow
CVE-2022-34829,https://www.cvedetails.com/cve/CVE-2022-34829/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2022-34821,https://www.cvedetails.com/cve/CVE-2022-34821/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2022-34820,https://www.cvedetails.com/cve/CVE-2022-34820/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2022-34819,https://www.cvedetails.com/cve/CVE-2022-34819/,9.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2022-34819,https://www.cvedetails.com/cve/CVE-2022-34819/,9.3,Complete,Complete,Complete,Not required,None,Overflow
CVE-2022-34818,https://www.cvedetails.com/cve/CVE-2022-34818/,4.0,None,Partial,None,,None,
CVE-2022-34817,https://www.cvedetails.com/cve/CVE-2022-34817/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34816,https://www.cvedetails.com/cve/CVE-2022-34816/,4.0,Partial,None,None,,None,
CVE-2022-34815,https://www.cvedetails.com/cve/CVE-2022-34815/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34814,https://www.cvedetails.com/cve/CVE-2022-34814/,4.0,Partial,None,None,,None,
CVE-2022-34813,https://www.cvedetails.com/cve/CVE-2022-34813/,4.0,None,Partial,None,,None,
CVE-2022-34812,https://www.cvedetails.com/cve/CVE-2022-34812/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34811,https://www.cvedetails.com/cve/CVE-2022-34811/,4.0,Partial,None,None,,None,
CVE-2022-34810,https://www.cvedetails.com/cve/CVE-2022-34810/,4.0,Partial,None,None,,None,
CVE-2022-34809,https://www.cvedetails.com/cve/CVE-2022-34809/,4.0,Partial,None,None,,None,
CVE-2022-34808,https://www.cvedetails.com/cve/CVE-2022-34808/,4.0,Partial,None,None,,None,
CVE-2022-34807,https://www.cvedetails.com/cve/CVE-2022-34807/,4.0,Partial,None,None,,None,
CVE-2022-34806,https://www.cvedetails.com/cve/CVE-2022-34806/,4.0,Partial,None,None,,None,
CVE-2022-34805,https://www.cvedetails.com/cve/CVE-2022-34805/,4.0,Partial,None,None,,None,
CVE-2022-34804,https://www.cvedetails.com/cve/CVE-2022-34804/,4.0,Partial,None,None,,None,
CVE-2022-34803,https://www.cvedetails.com/cve/CVE-2022-34803/,4.0,Partial,None,None,,None,
CVE-2022-34802,https://www.cvedetails.com/cve/CVE-2022-34802/,4.0,Partial,None,None,,None,
CVE-2022-34801,https://www.cvedetails.com/cve/CVE-2022-34801/,4.0,Partial,None,None,,None,
CVE-2022-34800,https://www.cvedetails.com/cve/CVE-2022-34800/,4.0,Partial,None,None,,None,
CVE-2022-34799,https://www.cvedetails.com/cve/CVE-2022-34799/,4.0,Partial,None,None,,None,
CVE-2022-34797,https://www.cvedetails.com/cve/CVE-2022-34797/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34796,https://www.cvedetails.com/cve/CVE-2022-34796/,4.0,Partial,None,None,,None,
CVE-2022-34794,https://www.cvedetails.com/cve/CVE-2022-34794/,4.0,None,Partial,None,,None,
CVE-2022-34793,https://www.cvedetails.com/cve/CVE-2022-34793/,6.5,Partial,Partial,Partial,,None,
CVE-2022-34792,https://www.cvedetails.com/cve/CVE-2022-34792/,6.0,Partial,Partial,Partial,,None,CSRF
CVE-2022-34789,https://www.cvedetails.com/cve/CVE-2022-34789/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34785,https://www.cvedetails.com/cve/CVE-2022-34785/,4.0,Partial,None,None,,None,Obtain Information
CVE-2022-34782,https://www.cvedetails.com/cve/CVE-2022-34782/,4.0,Partial,None,None,,None,
CVE-2022-34781,https://www.cvedetails.com/cve/CVE-2022-34781/,4.0,Partial,None,None,,None,
CVE-2022-34780,https://www.cvedetails.com/cve/CVE-2022-34780/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34779,https://www.cvedetails.com/cve/CVE-2022-34779/,4.0,Partial,None,None,,None,
CVE-2022-34750,https://www.cvedetails.com/cve/CVE-2022-34750/,5.0,None,None,Partial,Not required,None,
CVE-2022-34748,https://www.cvedetails.com/cve/CVE-2022-34748/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34743,https://www.cvedetails.com/cve/CVE-2022-34743/,5.0,None,None,Partial,Not required,None,
CVE-2022-34742,https://www.cvedetails.com/cve/CVE-2022-34742/,5.0,Partial,None,None,Not required,None,
CVE-2022-34739,https://www.cvedetails.com/cve/CVE-2022-34739/,5.0,Partial,None,None,Not required,None,Overflow
CVE-2022-34738,https://www.cvedetails.com/cve/CVE-2022-34738/,5.0,None,Partial,None,Not required,None,
CVE-2022-34737,https://www.cvedetails.com/cve/CVE-2022-34737/,6.4,Partial,Partial,None,Not required,None,
CVE-2022-34736,https://www.cvedetails.com/cve/CVE-2022-34736/,7.8,None,None,Complete,Not required,None,
CVE-2022-34735,https://www.cvedetails.com/cve/CVE-2022-34735/,7.8,None,None,Complete,Not required,None,
CVE-2022-34663,https://www.cvedetails.com/cve/CVE-2022-34663/,6.0,Partial,Partial,Partial,,None,
CVE-2022-34598,https://www.cvedetails.com/cve/CVE-2022-34598/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34597,https://www.cvedetails.com/cve/CVE-2022-34597/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2022-34596,https://www.cvedetails.com/cve/CVE-2022-34596/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2022-34595,https://www.cvedetails.com/cve/CVE-2022-34595/,7.5,Partial,Partial,Partial,Not required,None,
CVE-2022-34592,https://www.cvedetails.com/cve/CVE-2022-34592/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34495,https://www.cvedetails.com/cve/CVE-2022-34495/,4.9,None,None,Complete,Not required,None,
CVE-2022-34494,https://www.cvedetails.com/cve/CVE-2022-34494/,4.9,None,None,Complete,Not required,None,
CVE-2022-34467,https://www.cvedetails.com/cve/CVE-2022-34467/,4.0,None,None,Partial,,None,
CVE-2022-34465,https://www.cvedetails.com/cve/CVE-2022-34465/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34328,https://www.cvedetails.com/cve/CVE-2022-34328/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34306,https://www.cvedetails.com/cve/CVE-2022-34306/,5.5,Partial,Partial,None,,None,Cross Site Scripting
CVE-2022-34305,https://www.cvedetails.com/cve/CVE-2022-34305/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34300,https://www.cvedetails.com/cve/CVE-2022-34300/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2022-34299,https://www.cvedetails.com/cve/CVE-2022-34299/,5.8,Partial,None,Partial,Not required,None,
CVE-2022-34298,https://www.cvedetails.com/cve/CVE-2022-34298/,5.0,None,Partial,None,Not required,None,
CVE-2022-34296,https://www.cvedetails.com/cve/CVE-2022-34296/,5.0,None,Partial,None,Not required,None,Bypass a restriction or similar
CVE-2022-34295,https://www.cvedetails.com/cve/CVE-2022-34295/,4.3,Partial,None,None,Not required,None,
CVE-2022-34291,https://www.cvedetails.com/cve/CVE-2022-34291/,4.3,Partial,None,None,Not required,None,Overflow
CVE-2022-34291,https://www.cvedetails.com/cve/CVE-2022-34291/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34290,https://www.cvedetails.com/cve/CVE-2022-34290/,4.3,Partial,None,None,Not required,None,Overflow
CVE-2022-34290,https://www.cvedetails.com/cve/CVE-2022-34290/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34289,https://www.cvedetails.com/cve/CVE-2022-34289/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34288,https://www.cvedetails.com/cve/CVE-2022-34288/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34287,https://www.cvedetails.com/cve/CVE-2022-34287/,4.3,Partial,None,None,Not required,None,Overflow
CVE-2022-34287,https://www.cvedetails.com/cve/CVE-2022-34287/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34286,https://www.cvedetails.com/cve/CVE-2022-34286/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34285,https://www.cvedetails.com/cve/CVE-2022-34285/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34284,https://www.cvedetails.com/cve/CVE-2022-34284/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34283,https://www.cvedetails.com/cve/CVE-2022-34283/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34282,https://www.cvedetails.com/cve/CVE-2022-34282/,4.3,Partial,None,None,Not required,None,Obtain Information
CVE-2022-34281,https://www.cvedetails.com/cve/CVE-2022-34281/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34280,https://www.cvedetails.com/cve/CVE-2022-34280/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34279,https://www.cvedetails.com/cve/CVE-2022-34279/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34278,https://www.cvedetails.com/cve/CVE-2022-34278/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34277,https://www.cvedetails.com/cve/CVE-2022-34277/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34276,https://www.cvedetails.com/cve/CVE-2022-34276/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34275,https://www.cvedetails.com/cve/CVE-2022-34275/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34274,https://www.cvedetails.com/cve/CVE-2022-34274/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34273,https://www.cvedetails.com/cve/CVE-2022-34273/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34272,https://www.cvedetails.com/cve/CVE-2022-34272/,6.8,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34265,https://www.cvedetails.com/cve/CVE-2022-34265/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2022-34213,https://www.cvedetails.com/cve/CVE-2022-34213/,4.0,Partial,None,None,,None,
CVE-2022-34211,https://www.cvedetails.com/cve/CVE-2022-34211/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34210,https://www.cvedetails.com/cve/CVE-2022-34210/,4.0,None,Partial,None,,None,
CVE-2022-34209,https://www.cvedetails.com/cve/CVE-2022-34209/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34208,https://www.cvedetails.com/cve/CVE-2022-34208/,4.0,None,Partial,None,,None,
CVE-2022-34207,https://www.cvedetails.com/cve/CVE-2022-34207/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34206,https://www.cvedetails.com/cve/CVE-2022-34206/,4.0,None,Partial,None,,None,
CVE-2022-34205,https://www.cvedetails.com/cve/CVE-2022-34205/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34204,https://www.cvedetails.com/cve/CVE-2022-34204/,4.0,None,Partial,None,,None,
CVE-2022-34203,https://www.cvedetails.com/cve/CVE-2022-34203/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2022-34202,https://www.cvedetails.com/cve/CVE-2022-34202/,4.0,Partial,None,None,,None,
CVE-2022-34201,https://www.cvedetails.com/cve/CVE-2022-34201/,4.0,None,Partial,None,,None,
CVE-2022-34200,https://www.cvedetails.com/cve/CVE-2022-34200/,4.3,None,Partial,None,Not required,None,CSRF
CVE-2022-34199,https://www.cvedetails.com/cve/CVE-2022-34199/,4.0,Partial,None,None,,None,
CVE-2022-34182,https://www.cvedetails.com/cve/CVE-2022-34182/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34181,https://www.cvedetails.com/cve/CVE-2022-34181/,6.4,Partial,Partial,None,Not required,None,
CVE-2022-34180,https://www.cvedetails.com/cve/CVE-2022-34180/,5.0,Partial,None,None,Not required,None,
CVE-2022-34179,https://www.cvedetails.com/cve/CVE-2022-34179/,5.0,Partial,None,None,Not required,None,Directory traversal
CVE-2022-34178,https://www.cvedetails.com/cve/CVE-2022-34178/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34177,https://www.cvedetails.com/cve/CVE-2022-34177/,5.0,None,Partial,None,Not required,None,Directory traversal
CVE-2022-34175,https://www.cvedetails.com/cve/CVE-2022-34175/,5.0,Partial,None,None,Not required,None,Bypass a restriction or similar
CVE-2022-34174,https://www.cvedetails.com/cve/CVE-2022-34174/,5.0,Partial,None,None,Not required,None,
CVE-2022-34173,https://www.cvedetails.com/cve/CVE-2022-34173/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34172,https://www.cvedetails.com/cve/CVE-2022-34172/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34171,https://www.cvedetails.com/cve/CVE-2022-34171/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34170,https://www.cvedetails.com/cve/CVE-2022-34170/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34160,https://www.cvedetails.com/cve/CVE-2022-34160/,5.8,Partial,Partial,None,Not required,None,Execute Code
CVE-2022-34151,https://www.cvedetails.com/cve/CVE-2022-34151/,6.8,Partial,Partial,Partial,Not required,None,
CVE-2022-34134,https://www.cvedetails.com/cve/CVE-2022-34134/,6.8,Partial,Partial,Partial,Not required,None,CSRF
CVE-2022-34133,https://www.cvedetails.com/cve/CVE-2022-34133/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34132,https://www.cvedetails.com/cve/CVE-2022-34132/,7.5,Partial,Partial,Partial,Not required,None,Sql Injection
CVE-2022-34094,https://www.cvedetails.com/cve/CVE-2022-34094/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34093,https://www.cvedetails.com/cve/CVE-2022-34093/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34092,https://www.cvedetails.com/cve/CVE-2022-34092/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34066,https://www.cvedetails.com/cve/CVE-2022-34066/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34065,https://www.cvedetails.com/cve/CVE-2022-34065/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34064,https://www.cvedetails.com/cve/CVE-2022-34064/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34061,https://www.cvedetails.com/cve/CVE-2022-34061/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34060,https://www.cvedetails.com/cve/CVE-2022-34060/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34059,https://www.cvedetails.com/cve/CVE-2022-34059/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34057,https://www.cvedetails.com/cve/CVE-2022-34057/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34056,https://www.cvedetails.com/cve/CVE-2022-34056/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34055,https://www.cvedetails.com/cve/CVE-2022-34055/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34054,https://www.cvedetails.com/cve/CVE-2022-34054/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34053,https://www.cvedetails.com/cve/CVE-2022-34053/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34043,https://www.cvedetails.com/cve/CVE-2022-34043/,4.4,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34013,https://www.cvedetails.com/cve/CVE-2022-34013/,4.0,Partial,None,None,,None,
CVE-2022-34012,https://www.cvedetails.com/cve/CVE-2022-34012/,4.0,None,Partial,None,,None,
CVE-2022-34011,https://www.cvedetails.com/cve/CVE-2022-34011/,4.0,Partial,None,None,,None,
CVE-2022-34008,https://www.cvedetails.com/cve/CVE-2022-34008/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2022-34007,https://www.cvedetails.com/cve/CVE-2022-34007/,4.3,None,Partial,None,Not required,None,Cross Site Scripting
CVE-2022-34006,https://www.cvedetails.com/cve/CVE-2022-34006/,7.2,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2022-34005,https://www.cvedetails.com/cve/CVE-2022-34005/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-34000,https://www.cvedetails.com/cve/CVE-2022-34000/,4.3,None,None,Partial,Not required,None,
CVE-2022-33996,https://www.cvedetails.com/cve/CVE-2022-33996/,6.5,Partial,Partial,Partial,,None,
CVE-2022-33995,https://www.cvedetails.com/cve/CVE-2022-33995/,5.0,None,Partial,None,Not required,None,Directory traversal
CVE-2022-33987,https://www.cvedetails.com/cve/CVE-2022-33987/,5.0,None,Partial,None,Not required,None,
CVE-2022-33980,https://www.cvedetails.com/cve/CVE-2022-33980/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-33971,https://www.cvedetails.com/cve/CVE-2022-33971/,5.4,Partial,Partial,Partial,Not required,None,Bypass a restriction or similar
CVE-2022-33948,https://www.cvedetails.com/cve/CVE-2022-33948/,8.3,Complete,Complete,Complete,Not required,None,Execute Code
CVE-2022-33936,https://www.cvedetails.com/cve/CVE-2022-33936/,10.0,Complete,Complete,Complete,Not required,None,
CVE-2022-33915,https://www.cvedetails.com/cve/CVE-2022-33915/,4.4,Partial,Partial,Partial,Not required,None,
CVE-2022-33913,https://www.cvedetails.com/cve/CVE-2022-33913/,4.3,Partial,None,None,Not required,None,
CVE-2022-33912,https://www.cvedetails.com/cve/CVE-2022-33912/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2022-33911,https://www.cvedetails.com/cve/CVE-2022-33911/,5.0,Partial,None,None,Not required,None,Obtain Information
CVE-2022-33756,https://www.cvedetails.com/cve/CVE-2022-33756/,5.0,Partial,None,None,Not required,None,
CVE-2022-33755,https://www.cvedetails.com/cve/CVE-2022-33755/,5.0,Partial,None,None,Not required,None,
CVE-2022-33754,https://www.cvedetails.com/cve/CVE-2022-33754/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-33753,https://www.cvedetails.com/cve/CVE-2022-33753/,6.5,Partial,Partial,Partial,,None,
CVE-2022-33752,https://www.cvedetails.com/cve/CVE-2022-33752/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-33751,https://www.cvedetails.com/cve/CVE-2022-33751/,5.0,Partial,None,None,Not required,None,
CVE-2022-33750,https://www.cvedetails.com/cve/CVE-2022-33750/,7.5,Partial,Partial,Partial,Not required,None,Execute Code
CVE-2022-33743,https://www.cvedetails.com/cve/CVE-2022-33743/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2022-33739,https://www.cvedetails.com/cve/CVE-2022-33739/,5.0,Partial,None,None,Not required,None,
CVE-2022-33738,https://www.cvedetails.com/cve/CVE-2022-33738/,5.0,Partial,None,None,Not required,None,
CVE-2022-33737,https://www.cvedetails.com/cve/CVE-2022-33737/,5.0,Partial,None,None,Not required,None,
CVE-2022-33736,https://www.cvedetails.com/cve/CVE-2022-33736/,5.0,None,None,Partial,Not required,None,Denial Of Service
CVE-2022-33713,https://www.cvedetails.com/cve/CVE-2022-33713/,5.0,Partial,None,None,Not required,None,
CVE-2022-33712,https://www.cvedetails.com/cve/CVE-2022-33712/,5.0,Partial,None,None,Not required,None,
CVE-2022-33710,https://www.cvedetails.com/cve/CVE-2022-33710/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2022-33709,https://www.cvedetails.com/cve/CVE-2022-33709/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2022-33708,https://www.cvedetails.com/cve/CVE-2022-33708/,7.2,Complete,Complete,Complete,Not required,None,
CVE-2022-33707,https://www.cvedetails.com/cve/CVE-2022-33707/,5.0,Partial,None,None,Not required,None,
CVE-2022-33704,https://www.cvedetails.com/cve/CVE-2022-33704/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2022-33703,https://www.cvedetails.com/cve/CVE-2022-33703/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2022-33695,https://www.cvedetails.com/cve/CVE-2022-33695/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2022-33680,https://www.cvedetails.com/cve/CVE-2022-33680/,5.1,Partial,Partial,Partial,Not required,None,
CVE-2022-33678,https://www.cvedetails.com/cve/CVE-2022-33678/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2022-33677,https://www.cvedetails.com/cve/CVE-2022-33677/,6.5,Partial,Partial,Partial,,None,
CVE-2022-33676,https://www.cvedetails.com/cve/CVE-2022-33676/,6.5,Partial,Partial,Partial,,None,Execute Code
CVE-2022-33675,https://www.cvedetails.com/cve/CVE-2022-33675/,4.6,Partial,Partial,Partial,Not required,None,
CVE-2022-33674,https://www.cvedetails.com/cve/CVE-2022-33674/,5.8,Partial,Partial,Partial,Not required,None,
CVE-2022-33673,https://www.cvedetails.com/cve/CVE-2022-33673/,5.5,None,Partial,Partial,,None,
CVE-2022-33672,https://www.cvedetails.com/cve/CVE-2022-33672/,5.5,None,Partial,Partial,,None,
CVE-2022-33671,https://www.cvedetails.com/cve/CVE-2022-33671/,4.0,Partial,None,None,,None,
CVE-2022-33669,https://www.cvedetails.com/cve/CVE-2022-33669/,4.0,Partial,None,None,,None,
CVE-2022-33668,https://www.cvedetails.com/cve/CVE-2022-33668/,4.0,Partial,None,None,,None,
CVE-2022-33667,https://www.cvedetails.com/cve/CVE-2022-33667/,5.5,None,Partial,Partial,,None,
CVE-2022-33666,https://www.cvedetails.com/cve/CVE-2022-33666/,5.5,None,Partial,Partial,,None,
CVE-2022-33665,https://www.cvedetails.com/cve/CVE-2022-33665/,5.5,None,Partial,Partial,,None,
CVE-2022-33664,https://www.cvedetails.com/cve/CVE-2022-33664/,4.0,Partial,None,None,,None,
CVE-2022-33663,https://www.cvedetails.com/cve/CVE-2022-33663/,5.5,None,Partial,Partial,,None,
CVE-2022-33662,https://www.cvedetails.com/cve/CVE-2022-33662/,5.5,None,Partial,Partial,,None,
CVE-2022-33661,https://www.cvedetails.com/cve/CVE-2022-33661/,5.5,None,Partial,Partial,,None,
CVE-2022-33660,https://www.cvedetails.com/cve/CVE-2022-33660/,4.0,Partial,None,None,,None,
CVE-2022-33659,https://www.cvedetails.com/cve/CVE-2022-33659/,4.0,Partial,None,None,,None,
CVE-2022-33657,https://www.cvedetails.com/cve/CVE-2022-33657/,5.5,None,Partial,Partial,,None,
CVE-2022-33656,https://www.cvedetails.com/cve/CVE-2022-33656/,5.5,None,Partial,Partial,,None,
CVE-2022-33655,https://www.cvedetails.com/cve/CVE-2022-33655/,5.5,None,Partial,Partial,,None,
CVE-2022-33654,https://www.cvedetails.com/cve/CVE-2022-33654/,4.0,Partial,None,None,,None,
CVE-2022-33653,https://www.cvedetails.com/cve/CVE-2022-33653/,4.0,Partial,None,None,,None,
