CVE ID,#,Product Type,Vendor,Product,Version
CVE-2021-45686,2,Application,Csv-sniffer Project,Csv-sniffer,0.1.1
CVE-2021-45685,1,Application,Columnar Project,Columnar,*
CVE-2021-45684,1,Application,Flumedb Project,Flumedb,*
CVE-2021-45683,1,Application,Binjs Io Project,Binjs Io,0.2.1
CVE-2021-45682,1,Application,Bronzedb-protocol Project,Bronzedb-protocol,0.1.0
CVE-2021-45681,1,Application,Derive-com-impl Project,Derive-com-impl,*
CVE-2021-45680,1,Application,Vec-const Project,Vec-const,*
CVE-2021-45489,1,OS,Netbsd,Netbsd,*
CVE-2021-45488,1,OS,Netbsd,Netbsd,*
CVE-2021-45487,1,OS,Netbsd,Netbsd,*
CVE-2021-45485,1,OS,Linux,Linux Kernel,*
CVE-2021-45485,2,Hardware,Netapp,Baseboard Management Controller H300e,-
CVE-2021-45485,3,Hardware,Netapp,Baseboard Management Controller H300s,-
CVE-2021-45485,4,Hardware,Netapp,Baseboard Management Controller H410c,-
CVE-2021-45485,5,Hardware,Netapp,Baseboard Management Controller H410s,-
CVE-2021-45485,6,Hardware,Netapp,Baseboard Management Controller H500e,-
CVE-2021-45485,7,Hardware,Netapp,Baseboard Management Controller H500s,-
CVE-2021-45485,8,Hardware,Netapp,Baseboard Management Controller H610c,-
CVE-2021-45485,9,Hardware,Netapp,Baseboard Management Controller H610s,-
CVE-2021-45485,10,Hardware,Netapp,Baseboard Management Controller H615c,-
CVE-2021-45485,11,Hardware,Netapp,Baseboard Management Controller H700e,-
CVE-2021-45485,12,Hardware,Netapp,Baseboard Management Controller H700s,-
CVE-2021-45485,13,OS,Netapp,Brocade Fabric Operating System Firmware,-
CVE-2021-45485,14,Application,Netapp,E-series Santricity Os Controller,-
CVE-2021-45485,15,Application,Netapp,Fas\/aff Baseboard Management Controller 8300,-
CVE-2021-45485,16,Application,Netapp,Fas\/aff Baseboard Management Controller 8700,-
CVE-2021-45485,17,Application,Netapp,Fas\/aff Baseboard Management Controller A400,-
CVE-2021-45485,18,Hardware,Netapp,Hci Compute Node,-
CVE-2021-45485,19,Application,Netapp,Solidfire \&amp; Hci Management Node,-
CVE-2021-45485,20,Application,Netapp,"Solidfire\, Enterprise Sds \&amp; Hci Storage Node",-
CVE-2021-45484,1,OS,Netbsd,Netbsd,*
CVE-2021-45483,1,Application,Webkitgtk,Webkitgtk,*
CVE-2021-45482,1,Application,Webkitgtk,Webkitgtk,*
CVE-2021-45481,1,Application,Webkitgtk,Webkitgtk,*
CVE-2021-45480,1,OS,Debian,Debian Linux,9.0
CVE-2021-45480,2,OS,Debian,Debian Linux,10.0
CVE-2021-45480,3,OS,Debian,Debian Linux,11.0
CVE-2021-45480,4,OS,Linux,Linux Kernel,*
CVE-2021-45474,1,OS,Fedoraproject,Fedora,35
CVE-2021-45474,2,Application,Mediawiki,Mediawiki,*
CVE-2021-45473,1,OS,Fedoraproject,Fedora,35
CVE-2021-45473,2,Application,Mediawiki,Mediawiki,*
CVE-2021-45472,1,OS,Fedoraproject,Fedora,35
CVE-2021-45472,2,Application,Mediawiki,Mediawiki,*
CVE-2021-45471,1,OS,Fedoraproject,Fedora,35
CVE-2021-45471,2,Application,Mediawiki,Mediawiki,*
CVE-2021-45470,1,Application,Circl,Cve-search,*
CVE-2021-45469,1,OS,Debian,Debian Linux,9.0
CVE-2021-45469,2,OS,Debian,Debian Linux,10.0
CVE-2021-45469,3,OS,Debian,Debian Linux,11.0
CVE-2021-45469,4,OS,Fedoraproject,Fedora,34
CVE-2021-45469,5,OS,Fedoraproject,Fedora,35
CVE-2021-45469,6,OS,Linux,Linux Kernel,*
CVE-2021-45463,1,OS,Fedoraproject,Fedora,34
CVE-2021-45463,2,OS,Fedoraproject,Fedora,35
CVE-2021-45463,3,Application,Gegl,Gegl,*
CVE-2021-45463,4,Application,Gimp,Gimp,*
CVE-2021-45463,5,OS,Redhat,Enterprise Linux,7.0
CVE-2021-45463,6,OS,Redhat,Enterprise Linux,8.0
CVE-2021-45462,1,Application,Open5gs,Open5gs,2.4.0
CVE-2021-45459,1,Application,Node-windows Project,Node-windows,*
CVE-2021-45459,2,Application,Node-windows Project,Node-windows,1.0.0
CVE-2021-45459,3,Application,Node-windows Project,Node-windows,1.0.0
CVE-2021-45459,4,Application,Node-windows Project,Node-windows,1.0.0
CVE-2021-45459,5,Application,Node-windows Project,Node-windows,1.0.0
CVE-2021-45459,6,Application,Node-windows Project,Node-windows,1.0.0
CVE-2021-45451,1,Application,ARM,Mbed Tls,*
CVE-2021-45450,1,Application,ARM,Mbed Tls,*
CVE-2021-45450,2,Application,ARM,Mbed Tls,3.0.0
CVE-2021-45450,3,Application,ARM,Mbed Tls,3.0.0
CVE-2021-45425,1,Application,Safarimontage,Safari Montage,8.3
CVE-2021-45425,2,Application,Safarimontage,Safari Montage,8.5
CVE-2021-45379,1,Application,Glewlwyd Project,Glewlwyd,*
CVE-2021-45339,1,Application,Avast,Antivirus,*
CVE-2021-45338,1,Application,Avast,Antivirus,*
CVE-2021-45337,1,Application,Avast,Antivirus,*
CVE-2021-45336,1,Application,Avast,Antivirus,*
CVE-2021-45335,1,Application,Avast,Antivirus,*
CVE-2021-45297,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45293,1,OS,Fedoraproject,Fedora,34
CVE-2021-45293,2,OS,Fedoraproject,Fedora,35
CVE-2021-45293,3,Application,Webassembly,Binaryen,103
CVE-2021-45292,1,Application,Gpac,Gpac,1.0.1
CVE-2021-45291,1,Application,Gpac,Gpac,1.0.1
CVE-2021-45290,1,OS,Fedoraproject,Fedora,34
CVE-2021-45290,2,OS,Fedoraproject,Fedora,35
CVE-2021-45290,3,Application,Webassembly,Binaryen,103
CVE-2021-45289,1,Application,Gpac,Gpac,1.0.1
CVE-2021-45288,1,Application,Gpac,Gpac,1.0.1
CVE-2021-45267,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45266,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45263,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45262,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45261,1,Application,GNU,Patch,2.7
CVE-2021-45260,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45259,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45258,1,Application,Gpac,Gpac,1.1.0
CVE-2021-45257,1,Application,Nasm,Netwide Assembler,2.16
CVE-2021-45256,1,Application,Nasm,Netwide Assembler,2.16
CVE-2021-45255,1,Application,Video Sharing Website Project,Video Sharing Website,1.0
CVE-2021-45253,1,Application,Simple Cold Storage Management System Project,Simple Cold Storage Managment System,1.0
CVE-2021-45252,1,Application,Simple Forum\/discussion System Project,Simple Forum\/discussion System,1.0
CVE-2021-45232,1,Application,Apache,Apisix Dashboard,*
CVE-2021-45105,1,Application,Apache,Log4j,*
CVE-2021-45105,2,OS,Debian,Debian Linux,10.0
CVE-2021-45105,3,OS,Debian,Debian Linux,11.0
CVE-2021-45105,4,Application,Netapp,Cloud Manager,-
CVE-2021-45105,5,Application,Oracle,Business Intelligence,5.5.0.0.0
CVE-2021-45105,6,Application,Oracle,Communications Diameter Signaling Router,*
CVE-2021-45105,7,Application,Oracle,Communications Interactive Session Recorder,6.3
CVE-2021-45105,8,Application,Oracle,Communications Interactive Session Recorder,6.4
CVE-2021-45105,9,Application,Oracle,Communications Service Broker,6.2
CVE-2021-45105,10,Application,Oracle,Communications Services Gatekeeper,7.0
CVE-2021-45105,11,Application,Oracle,Communications Webrtc Session Controller,7.2.0.0
CVE-2021-45105,12,Application,Oracle,Communications Webrtc Session Controller,7.2.1
CVE-2021-45105,13,Application,Oracle,Financial Services Analytical Applications Infrastructure,*
CVE-2021-45105,14,Application,Oracle,Financial Services Model Management And Governance,8.0.8.0.0
CVE-2021-45105,15,Application,Oracle,Financial Services Model Management And Governance,8.1.0.0.0
CVE-2021-45105,16,Application,Oracle,Financial Services Model Management And Governance,8.1.1.0.0
CVE-2021-45105,17,Application,Oracle,Instantis Enterprisetrack,17.1
CVE-2021-45105,18,Application,Oracle,Instantis Enterprisetrack,17.2
CVE-2021-45105,19,Application,Oracle,Instantis Enterprisetrack,17.3
CVE-2021-45105,20,Application,Oracle,Managed File Transfer,12.2.1.3.0
CVE-2021-45105,21,Application,Oracle,Managed File Transfer,12.2.1.4.0
CVE-2021-45105,22,Application,Oracle,Primavera Gateway,*
CVE-2021-45105,23,Application,Oracle,Primavera Gateway,21.12.0
CVE-2021-45105,24,Application,Oracle,Primavera P6 Enterprise Project Portfolio Management,*
CVE-2021-45105,25,Application,Oracle,Primavera P6 Enterprise Project Portfolio Management,21.12.0.0
CVE-2021-45105,26,Application,Oracle,Primavera Unifier,18.8
CVE-2021-45105,27,Application,Oracle,Primavera Unifier,19.12
CVE-2021-45105,28,Application,Oracle,Primavera Unifier,20.12
CVE-2021-45105,29,Application,Oracle,Primavera Unifier,21.12
CVE-2021-45105,30,Application,Oracle,Retail Back Office,14.1
CVE-2021-45105,31,Application,Oracle,Retail Central Office,14.1
CVE-2021-45105,32,Application,Oracle,Retail Eftlink,16.0.3
CVE-2021-45105,33,Application,Oracle,Retail Eftlink,17.0.2
CVE-2021-45105,34,Application,Oracle,Retail Eftlink,18.0.1
CVE-2021-45105,35,Application,Oracle,Retail Eftlink,19.0.1
CVE-2021-45105,36,Application,Oracle,Retail Eftlink,20.0.1
CVE-2021-45105,37,Application,Oracle,Retail Integration Bus,*
CVE-2021-45105,38,Application,Oracle,Retail Integration Bus,14.1.3
CVE-2021-45105,39,Application,Oracle,Retail Integration Bus,14.1.3.2
CVE-2021-45105,40,Application,Oracle,Retail Integration Bus,15.0.3.1
CVE-2021-45105,41,Application,Oracle,Retail Invoice Matching,15.0.3
CVE-2021-45105,42,Application,Oracle,Retail Invoice Matching,16.0.3
CVE-2021-45105,43,Application,Oracle,Retail Order Broker,16.0
CVE-2021-45105,44,Application,Oracle,Retail Order Broker,18.0
CVE-2021-45105,45,Application,Oracle,Retail Order Broker,19.1
CVE-2021-45105,46,Application,Oracle,Retail Order Management System,19.5
CVE-2021-45105,47,Application,Oracle,Retail Point-of-service,14.1
CVE-2021-45105,48,Application,Oracle,Retail Predictive Application Server,14.1.3.46
CVE-2021-45105,49,Application,Oracle,Retail Predictive Application Server,15.0.3.115
CVE-2021-45105,50,Application,Oracle,Retail Predictive Application Server,16.0.3.240
CVE-2021-45105,51,Application,Oracle,Retail Price Management,13.2
CVE-2021-45105,52,Application,Oracle,Retail Price Management,14.0.4
CVE-2021-45105,53,Application,Oracle,Retail Price Management,14.1.3.0
CVE-2021-45105,54,Application,Oracle,Retail Price Management,15.0.3.0
CVE-2021-45105,55,Application,Oracle,Retail Price Management,16.0.3.0
CVE-2021-45105,56,Application,Oracle,Retail Returns Management,14.1
CVE-2021-45105,57,Application,Oracle,Retail Service Backbone,*
CVE-2021-45105,58,Application,Oracle,Retail Service Backbone,14.1.3
CVE-2021-45105,59,Application,Oracle,Retail Service Backbone,14.1.3.2
CVE-2021-45105,60,Application,Oracle,Retail Service Backbone,15.0.3.1
CVE-2021-45105,61,Application,Oracle,Retail Service Backbone,19.0.0
CVE-2021-45105,62,Application,Oracle,Retail Service Backbone,19.0.1.0
CVE-2021-45105,63,Application,Oracle,Siebel Ui Framework,*
CVE-2021-45105,64,Application,Oracle,Webcenter Portal,12.2.1.3.0
CVE-2021-45105,65,Application,Oracle,Webcenter Portal,12.2.1.4.0
CVE-2021-45105,66,Application,Oracle,Weblogic Server,12.2.1.3.0
CVE-2021-45105,67,Application,Oracle,Weblogic Server,12.2.1.4.0
CVE-2021-45105,68,Application,Oracle,Weblogic Server,14.1.1.0.0
CVE-2021-45105,69,Application,Sonicwall,Email Security,*
CVE-2021-45105,70,Application,Sonicwall,Network Security Manager,*
CVE-2021-45105,71,Application,Sonicwall,Network Security Manager,*
CVE-2021-45105,72,Application,Sonicwall,Web Application Firewall,*
CVE-2021-45102,1,Application,Wisc,Htcondor,9.0.0
CVE-2021-45102,2,Application,Wisc,Htcondor,9.0.1
CVE-2021-45102,3,Application,Wisc,Htcondor,9.0.2
CVE-2021-45102,4,Application,Wisc,Htcondor,9.1.0
CVE-2021-45101,1,Application,Wisc,Htcondor,*
CVE-2021-45101,2,Application,Wisc,Htcondor,9.1.0
CVE-2021-45099,1,Application,Ssh \&amp; Web Terminal Project,Ssh \&amp; Web Terminal,*
CVE-2021-45098,1,OS,Debian,Debian Linux,9.0
CVE-2021-45098,2,OS,Debian,Debian Linux,10.0
CVE-2021-45098,3,OS,Debian,Debian Linux,11.0
CVE-2021-45098,4,Application,Oisf,Suricata,*
CVE-2021-45096,1,Application,Knime,Knime Analytics Platform,*
CVE-2021-45092,1,Application,Cybelesoft,Thinfinity Virtualui,*
CVE-2021-45091,1,Application,Stormshield,Endpoint Security,2.1.0
CVE-2021-45091,2,Application,Stormshield,Endpoint Security,2.1.1
CVE-2021-45090,1,Application,Stormshield,Endpoint Security,*
CVE-2021-45088,1,OS,Debian,Debian Linux,10.0
CVE-2021-45088,2,OS,Debian,Debian Linux,11.0
CVE-2021-45088,3,Application,Gnome,Epiphany,*
CVE-2021-45087,1,OS,Debian,Debian Linux,10.0
CVE-2021-45087,2,OS,Debian,Debian Linux,11.0
CVE-2021-45087,3,Application,Gnome,Epiphany,*
CVE-2021-45086,1,OS,Debian,Debian Linux,11.0
CVE-2021-45086,2,Application,Gnome,Epiphany,*
CVE-2021-45085,1,OS,Debian,Debian Linux,10.0
CVE-2021-45085,2,OS,Debian,Debian Linux,11.0
CVE-2021-45085,3,Application,Gnome,Epiphany,*
CVE-2021-45078,1,OS,Debian,Debian Linux,9.0
CVE-2021-45078,2,OS,Debian,Debian Linux,10.0
CVE-2021-45078,3,OS,Debian,Debian Linux,11.0
CVE-2021-45078,4,OS,Fedoraproject,Fedora,34
CVE-2021-45078,5,OS,Fedoraproject,Fedora,35
CVE-2021-45078,6,Application,GNU,Binutils,*
CVE-2021-45078,7,Application,Netapp,Ontap Select Deploy Administration Utility,-
CVE-2021-45078,8,OS,Redhat,Enterprise Linux,8.0
CVE-2021-45046,1,Application,Apache,Log4j,*
CVE-2021-45046,2,Application,Apache,Log4j,2.0
CVE-2021-45046,3,Application,Apache,Log4j,2.0
CVE-2021-45046,4,Application,Apache,Log4j,2.0
CVE-2021-45046,5,Application,Apache,Log4j,2.0
CVE-2021-45046,6,OS,Debian,Debian Linux,10.0
CVE-2021-45046,7,OS,Debian,Debian Linux,11.0
CVE-2021-45046,8,OS,Fedoraproject,Fedora,34
CVE-2021-45046,9,OS,Fedoraproject,Fedora,35
CVE-2021-45046,10,Application,Intel,Audio Development Kit,-
CVE-2021-45046,11,Application,Intel,Computer Vision Annotation Tool,-
CVE-2021-45046,12,Application,Intel,Datacenter Manager,-
CVE-2021-45046,13,Application,Intel,Genomics Kernel Library,-
CVE-2021-45046,14,Application,Intel,Oneapi,-
CVE-2021-45046,15,Application,Intel,Secure Device Onboard,-
CVE-2021-45046,16,Application,Intel,Sensor Solution Firmware Development Kit,-
CVE-2021-45046,17,Application,Intel,System Debugger,-
CVE-2021-45046,18,Application,Intel,System Studio,-
CVE-2021-45046,19,Application,Siemens,Captial,*
CVE-2021-45046,20,Application,Siemens,Captial,2019.1
CVE-2021-45046,21,Application,Siemens,Captial,2019.1
CVE-2021-45046,22,Application,Siemens,Comos,*
CVE-2021-45046,23,Application,Siemens,Desigo Cc Advanced Reports,4.0
CVE-2021-45046,24,Application,Siemens,Desigo Cc Advanced Reports,4.1
CVE-2021-45046,25,Application,Siemens,Desigo Cc Advanced Reports,4.2
CVE-2021-45046,26,Application,Siemens,Desigo Cc Advanced Reports,5.0
CVE-2021-45046,27,Application,Siemens,Desigo Cc Advanced Reports,5.1
CVE-2021-45046,28,Application,Siemens,Desigo Cc Info Center,5.0
CVE-2021-45046,29,Application,Siemens,Desigo Cc Info Center,5.1
CVE-2021-45046,30,Application,Siemens,E-car Operation Center,*
CVE-2021-45046,31,Application,Siemens,Energy Engage,3.1
CVE-2021-45046,32,Application,Siemens,Energyip,8.5
CVE-2021-45046,33,Application,Siemens,Energyip,8.6
CVE-2021-45046,34,Application,Siemens,Energyip,8.7
CVE-2021-45046,35,Application,Siemens,Energyip,9.0
CVE-2021-45046,36,Application,Siemens,Energyip Prepay,3.7
CVE-2021-45046,37,Application,Siemens,Energyip Prepay,3.8
CVE-2021-45046,38,Application,Siemens,Gma-manager,*
CVE-2021-45046,39,Application,Siemens,Head-end System Universal Device Integration System,*
CVE-2021-45046,40,Application,Siemens,Industrial Edge Management,*
CVE-2021-45046,41,Application,Siemens,Industrial Edge Management Hub,*
CVE-2021-45046,42,Application,Siemens,Logo\! Soft Comfort,*
CVE-2021-45046,43,Application,Siemens,Mendix,*
CVE-2021-45046,44,Application,Siemens,Mindsphere,*
CVE-2021-45046,45,Application,Siemens,Navigator,*
CVE-2021-45046,46,Application,Siemens,NX,*
CVE-2021-45046,47,Application,Siemens,Opcenter Intelligence,*
CVE-2021-45046,48,Application,Siemens,Operation Scheduler,*
CVE-2021-45046,49,Application,Siemens,Sentron Powermanager,4.1
CVE-2021-45046,50,Application,Siemens,Sentron Powermanager,4.2
CVE-2021-45046,51,Application,Siemens,Siguard Dsa,4.2
CVE-2021-45046,52,Application,Siemens,Siguard Dsa,4.3
CVE-2021-45046,53,Application,Siemens,Siguard Dsa,4.4
CVE-2021-45046,54,Application,Siemens,Sipass Integrated,2.80
CVE-2021-45046,55,Application,Siemens,Sipass Integrated,2.85
CVE-2021-45046,56,Application,Siemens,Siveillance Command,*
CVE-2021-45046,57,Application,Siemens,Siveillance Control Pro,*
CVE-2021-45046,58,Application,Siemens,Siveillance Identity,1.5
CVE-2021-45046,59,Application,Siemens,Siveillance Identity,1.6
CVE-2021-45046,60,Application,Siemens,Siveillance Vantage,*
CVE-2021-45046,61,Application,Siemens,Siveillance Viewpoint,*
CVE-2021-45046,62,Application,Siemens,Solid Edge Cam Pro,*
CVE-2021-45046,63,Application,Siemens,Solid Edge Harness Design,*
CVE-2021-45046,64,Application,Siemens,Solid Edge Harness Design,2020
CVE-2021-45046,65,Application,Siemens,Solid Edge Harness Design,2020
CVE-2021-45046,66,Application,Siemens,Solid Edge Harness Design,2020
CVE-2021-45046,67,Application,Siemens,Spectrum Power 4,*
CVE-2021-45046,68,Application,Siemens,Spectrum Power 4,4.70
CVE-2021-45046,69,Application,Siemens,Spectrum Power 4,4.70
CVE-2021-45046,70,Application,Siemens,Spectrum Power 4,4.70
CVE-2021-45046,71,Application,Siemens,Spectrum Power 7,*
CVE-2021-45046,72,Application,Siemens,Spectrum Power 7,2.30
CVE-2021-45046,73,Application,Siemens,Spectrum Power 7,2.30
CVE-2021-45046,74,Application,Siemens,Spectrum Power 7,2.30
CVE-2021-45046,75,Application,Siemens,Teamcenter,*
CVE-2021-45046,76,Application,Siemens,Tracealertserverplus,*
CVE-2021-45046,77,Application,Siemens,Vesys,*
CVE-2021-45046,78,Application,Siemens,Vesys,2019.1
CVE-2021-45046,79,Application,Siemens,Vesys,2019.1
CVE-2021-45046,80,Application,Siemens,Vesys,2019.1
CVE-2021-45046,81,Application,Siemens,Xpedition Enterprise,-
CVE-2021-45046,82,Application,Siemens,Xpedition Package Integrator,-
CVE-2021-45046,83,Application,Sonicwall,Email Security,*
CVE-2021-45043,1,Application,Hd-network Real-time Monitoring System Project,Hd-network Real-time Monitoring System,2.0
CVE-2021-45042,1,Application,Hashicorp,Vault,*
CVE-2021-45042,2,Application,Hashicorp,Vault,*
CVE-2021-45042,3,Application,Hashicorp,Vault,1.9.0
CVE-2021-45042,4,Application,Hashicorp,Vault,1.9.0
CVE-2021-45041,1,Application,Salesagility,Suitecrm,*
CVE-2021-45041,2,Application,Salesagility,Suitecrm,8.0
CVE-2021-45041,3,Application,Salesagility,Suitecrm,8.0
CVE-2021-45041,4,Application,Salesagility,Suitecrm,8.0
CVE-2021-45041,5,Application,Salesagility,Suitecrm,8.0
CVE-2021-45041,6,Application,Salesagility,Suitecrm,8.0.0
CVE-2021-45038,1,Application,Mediawiki,Mediawiki,*
CVE-2021-45018,1,Application,Catfish-cms,Catfish Cms,*
CVE-2021-45017,1,Application,Catfish-cms,Catfish Cms,*
CVE-2021-45015,1,Application,Taogogo,Taocms,3.0.2
CVE-2021-45014,1,Application,Taogogo,Taocms,3.0.2
CVE-2021-44966,1,Application,Employee Record Management System Project,Employee Record Management System,1.2
CVE-2021-44965,1,Application,Employee Record Management System Project,Employee Record Management System,1.2
CVE-2021-44949,1,Application,Glfusion,Glfusion,1.7.9
CVE-2021-44942,1,Application,Glfusion,Glfusion,1.7.9
CVE-2021-44937,1,Application,Glfusion,Glfusion,1.7.9
CVE-2021-44935,1,Application,Glfusion,Glfusion,1.7.9
CVE-2021-44927,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44926,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44925,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44924,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44923,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44922,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44921,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44920,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44919,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44918,1,Application,Gpac,Gpac,1.1.0
CVE-2021-44917,1,Application,Gnuplot,Gnuplot,5.4
CVE-2021-44916,1,Application,Opmantek,Open-audit,*
CVE-2021-44877,1,Application,Dalmark,Systeam Enterprise Resource Planning,2.22.8
CVE-2021-44876,1,Application,Dalmark,Systeam Enterprise Resource Planning,2.22.8
CVE-2021-44875,1,Application,Dalmark,Systeam Enterprise Resource Planning,2.22.8
CVE-2021-44874,1,Application,Dalmark,Systeam Enterprise Resource Planning,2.22.8
CVE-2021-44860,1,Application,Opendesign,Drawings Sdk,*
CVE-2021-44859,1,Application,Opendesign,Drawings Sdk,*
CVE-2021-44858,1,Application,Mediawiki,Mediawiki,*
CVE-2021-44857,1,Application,Mediawiki,Mediawiki,*
CVE-2021-44848,1,Application,Cybelesoft,Thinfinity Virtualui,*
CVE-2021-44847,1,OS,Fedoraproject,Fedora,34
CVE-2021-44847,2,OS,Fedoraproject,Fedora,35
CVE-2021-44847,3,Application,Toktok,Toxcore,*
CVE-2021-44833,1,Application,Amazon,Aws Opensearch,1.0.0
CVE-2021-44832,1,Application,Apache,Log4j,*
CVE-2021-44832,2,Application,Apache,Log4j,2.0
CVE-2021-44832,3,Application,Apache,Log4j,2.0
CVE-2021-44832,4,Application,Apache,Log4j,2.0
CVE-2021-44832,5,Application,Apache,Log4j,2.0
CVE-2021-44832,6,Application,Apache,Log4j,2.0
CVE-2021-44832,7,Application,Apache,Log4j,2.0
CVE-2021-44832,8,Application,Cisco,Cloudcenter,4.10.0.16
CVE-2021-44832,9,OS,Debian,Debian Linux,9.0
CVE-2021-44832,10,OS,Fedoraproject,Fedora,34
CVE-2021-44832,11,OS,Fedoraproject,Fedora,35
CVE-2021-44832,12,Application,Oracle,Communications Brm - Elastic Charging Engine,*
CVE-2021-44832,13,Application,Oracle,Communications Brm - Elastic Charging Engine,12.0.0.5.0
CVE-2021-44832,14,Application,Oracle,Communications Diameter Signaling Router,*
CVE-2021-44832,15,Application,Oracle,Communications Interactive Session Recorder,6.3
CVE-2021-44832,16,Application,Oracle,Communications Interactive Session Recorder,6.4
CVE-2021-44832,17,Application,Oracle,Communications Offline Mediation Controller,*
CVE-2021-44832,18,Application,Oracle,Communications Offline Mediation Controller,12.0.0.5.0
CVE-2021-44832,19,Application,Oracle,Flexcube Private Banking,12.1.0
CVE-2021-44832,20,Application,Oracle,Health Sciences Data Management Workbench,2.5.2.1
CVE-2021-44832,21,Application,Oracle,Health Sciences Data Management Workbench,3.0.0.0
CVE-2021-44832,22,Application,Oracle,Health Sciences Data Management Workbench,3.1.0.3
CVE-2021-44832,23,Application,Oracle,Policy Automation,*
CVE-2021-44832,24,Application,Oracle,Policy Automation For Mobile Devices,*
CVE-2021-44832,25,Application,Oracle,Primavera Gateway,*
CVE-2021-44832,26,Application,Oracle,Primavera Gateway,21.12.0
CVE-2021-44832,27,Application,Oracle,Primavera P6 Enterprise Project Portfolio Management,*
CVE-2021-44832,28,Application,Oracle,Primavera P6 Enterprise Project Portfolio Management,21.12.0.0
CVE-2021-44832,29,Application,Oracle,Primavera Unifier,18.8
